,Product,unit Price,Category,Unit Price [€],Unit Type,Quantity [units],Quantity,Unit of measure,Product Price [€]
8692,"Carrefour Classic Frizzante Acqua Minerale Naturale Monviso 6 x 0,5 L","€ 0,50 al
l/3.0 l",acqua e analcolici,0.5,l,3.0 l,3.0,l,1.5
8693,"POWERADE Orange, Sport Drink gusto Arancia 500ml (PET)","€ 2,30 al
l/500.0 ml",acqua e analcolici,2.3,l,500.0 ml,0.5,ml,1.15
8694,Carrefour Succo Mela limpida 1 L,"€ 1,65 al
l/1000.0 ml",acqua e analcolici,1.65,l,1000.0 ml,1.0,ml,1.65
8695,"LEVISSIMA, Acqua Minerale Naturale Oligominerale, 6 x 1,5 L","€ 0,37 al
l/9.0 l",acqua e analcolici,0.37,l,9.0 l,9.0,l,3.33
8696,Yoga Pesca succo e polpa 1 Litro,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8697,"COCA-COLA Zero Zuccheri Zero Caffeina PET 1,35 L","€ 1,52 al
l/1350.0 ml",acqua e analcolici,1.52,l,1350.0 ml,1.35,ml,2.052
8698,Santàl ananas 1000 ml,"€ 1,95 al
l/1000.0 ml",acqua e analcolici,1.95,l,1000.0 ml,1.0,ml,1.95
8699,Santàl pesca con varietà Nettarina 3 x 200 ml,"€ 2,75 al
l/600.0 ml",acqua e analcolici,2.75,l,600.0 ml,0.6,ml,1.65
8700,"Acqua Minerale San Benedetto Fonte Benedicta Frizzante 0,5Lx6","€ 0,74 al
l/3.0 l",acqua e analcolici,0.74,l,3.0 l,3.0,l,2.2199999999999998
8701,"Pepsi Twist limone 1,5 L","€ 1,00 al
l/1500.0 ml",acqua e analcolici,1.0,l,1500.0 ml,1.5,ml,1.5
8702,COCA-COLA Original Taste PET 4 x 660 ml,"€ 1,89 al
l/2640.0 ml",acqua e analcolici,1.89,l,2640.0 ml,2.64,ml,4.9896
8703,Yoga Ace 1 Litro,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8704,"Estathé pesca 1,5 L","€ 1,26 al
l/1500.0 ml",acqua e analcolici,1.26,l,1500.0 ml,1.5,ml,1.8900000000000001
8705,Schweppes Tonica 1 L PET,"€ 1,45 al
l/1000.0 ml",acqua e analcolici,1.45,l,1000.0 ml,1.0,ml,1.45
8706,"Rocchetta Naturale Gualdo Tadino 6 x 0,5 L","€ 0,80 al
l/3.0 l",acqua e analcolici,0.8,l,3.0 l,3.0,l,2.4000000000000004
8707,Fonte essenziale Acqua Minerale Naturale Termale 6 x 1 L,"€ 0,81 al
l/6.0 l",acqua e analcolici,0.81,l,6.0 l,6.0,l,4.86
8708,"S.PELLEGRINO, Acqua Minerale Naturale Frizzante 75cl x 6","€ 0,81 al
l/4500.0 ml",acqua e analcolici,0.81,l,4500.0 ml,4.5,ml,3.6450000000000005
8709,"Gatorade Gusto Arancia 0,5 L","€ 2,58 al
l/500.0 ml",acqua e analcolici,2.58,l,500.0 ml,0.5,ml,1.29
8710,COCA-COLA Original Taste 150 ml x 6 (Lattina),"€ 3,28 al
l/900.0 ml",acqua e analcolici,3.28,l,900.0 ml,0.9,ml,2.952
8711,Carrefour Bio Frullato di frutta alla Mela 120 g,"€ 7,92 al
kg/120.0 g",acqua e analcolici,7.92,kg,120.0 g,0.12,g,0.9503999999999999
8712,Carrefour Bio Frullato di frutta alla Mela Fragola Banana 120 g,"€ 7,92 al
kg/120.0 g",acqua e analcolici,7.92,kg,120.0 g,0.12,g,0.9503999999999999
8713,Estathé Pesca 3 x 200 ml,"€ 2,98 al
l/600.0 ml",acqua e analcolici,2.98,l,600.0 ml,0.6,ml,1.788
8714,"Estathé zero limone 1,5 L","€ 1,27 al
l/1500.0 ml",acqua e analcolici,1.27,l,1500.0 ml,1.5,ml,1.905
8715,Sant'Anna Naturale Sorgente Rebruant 6 x 1 L,"€ 0,54 al
l/6.0 l",acqua e analcolici,0.54,l,6.0 l,6.0,l,3.24
8716,"Aperol Spritz 3 x 17,5 cl","€ 9,12 al
l/525.0 ml",acqua e analcolici,9.12,l,525.0 ml,0.525,ml,4.787999999999999
8717,Estathé limone 400 ml,"€ 2,48 al
l/400.0 ml",acqua e analcolici,2.48,l,400.0 ml,0.4,ml,0.992
8718,Carrefour Classic Nettare Albicocca 3 x 200 ml,"€ 1,65 al
l/600.0 ml",acqua e analcolici,1.65,l,600.0 ml,0.6,ml,0.9899999999999999
8719,Santàl ACE 1000 ml,"€ 1,95 al
l/1000.0 ml",acqua e analcolici,1.95,l,1000.0 ml,1.0,ml,1.95
8720,Fiuggi Acqua minerale naturale Oligominerale 6 x 1 L,"€ 1,15 al
l/6.0 l",acqua e analcolici,1.15,l,6.0 l,6.0,l,6.8999999999999995
8721,"FANTA Original, Bibita Gassata 330ml x 4 (Lattina)","€ 2,61 al
l/1320.0 ml",acqua e analcolici,2.61,l,1320.0 ml,1.32,ml,3.4452
8722,"Pepsi Zero Zucchero Lime 1,5 L","€ 1,00 al
l/1500.0 ml",acqua e analcolici,1.0,l,1500.0 ml,1.5,ml,1.5
8723,"Estathé zero pesca 1,5 L","€ 1,27 al
l/1500.0 ml",acqua e analcolici,1.27,l,1500.0 ml,1.5,ml,1.905
8724,"San Benedetto Succoso Zero Arancia e arancia rossa 0,40L","€ 2,48 al
l/400.0 ml",acqua e analcolici,2.48,l,400.0 ml,0.4,ml,0.992
8725,Yoga Albicocca succo e polpa 1 Litro,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8726,"Ginger San Benedetto Zero 0,75 L PET","€ 1,05 al
l/750.0 ml",acqua e analcolici,1.05,l,750.0 ml,0.75,ml,0.7875000000000001
8727,Santàl Plus Gusto Vellutato ananas cocco 1000 ml,"€ 1,69 al
l/1000.0 ml",acqua e analcolici,1.69,l,1000.0 ml,1.0,ml,1.69
8728,Carrefour Bio Spremuta di Arance rosse 750 ml,"€ 3,85 al
l/750.0 ml",acqua e analcolici,3.85,l,750.0 ml,0.75,ml,2.8875
8729,Santàl arancia bionda 1000 ml,"€ 1,95 al
l/1000.0 ml",acqua e analcolici,1.95,l,1000.0 ml,1.0,ml,1.95
8730,"COCA-COLA Zero Zuccheri 1,35 lt x 4 (PET)","€ 1,44 al
l/540.0 cl",acqua e analcolici,1.44,l,540.0 cl,5.4,cl,7.776
8731,"Carrefour Classic Drink ACE 1,5 L","€ 1,13 al
l/1500.0 ml",acqua e analcolici,1.13,l,1500.0 ml,1.5,ml,1.6949999999999998
8732,"LEVISSIMA, frizzante conf. 6x50 cl","€ 0,68 al
l/3.0 l",acqua e analcolici,0.68,l,3.0 l,3.0,l,2.04
8733,San Benedetto Acqua Naturale Benedicta Ecogreen 6 x 2 L,"€ 0,26 al
l/12.0 l",acqua e analcolici,0.26,l,12.0 l,12.0,l,3.12
8734,Carrefour Extra Succo Ananas 100% Frutta 1 L,"€ 1,65 al
l/1000.0 ml",acqua e analcolici,1.65,l,1000.0 ml,1.0,ml,1.65
8735,"Carrefour Classic Aranciata 1,5 L","€ 0,50 al
l/1500.0 ml",acqua e analcolici,0.5,l,1500.0 ml,1.5,ml,0.75
8736,"POWERADE Citrus, Sport Drink al gusto Limone 500ml (PET)","€ 2,30 al
l/500.0 ml",acqua e analcolici,2.3,l,500.0 ml,0.5,ml,1.15
8737,"San Benedetto Thè limone zero 1,5 L","€ 0,79 al
l/1500.0 ml",acqua e analcolici,0.79,l,1500.0 ml,1.5,ml,1.185
8738,Zuegg Skipper Frutti Rossi 1000 ml,"€ 1,85 al
l/1000.0 ml",acqua e analcolici,1.85,l,1000.0 ml,1.0,ml,1.85
8739,Carrefour Bio Frullato alla Mela Carota Albicocca 120 g,"€ 7,92 al
kg/120.0 g",acqua e analcolici,7.92,kg,120.0 g,0.12,g,0.9503999999999999
8740,"SPRITE, Bibita gassata 1,5 lt (PET)","€ 0,99 al
l/1500.0 ml",acqua e analcolici,0.99,l,1500.0 ml,1.5,ml,1.4849999999999999
8741,Zuegg Skipper Albicocca Senza zuccheri aggiunti* 3 x 200 ml,"€ 3,08 al
l/600.0 ml",acqua e analcolici,3.08,l,600.0 ml,0.6,ml,1.8479999999999999
8742,Zuegg Skipper ACE Senza zuccheri aggiunti* 3 x 200 ml,"€ 3,08 al
l/600.0 ml",acqua e analcolici,3.08,l,600.0 ml,0.6,ml,1.8479999999999999
8743,SANPELLEGRINO Chinò 33 cl,"€ 1,88 al
l/330.0 ml",acqua e analcolici,1.88,l,330.0 ml,0.33,ml,0.6204
8744,Estathé deteinato pesca Super Mario 3 x 200 ml,"€ 2,98 al
l/600.0 ml",acqua e analcolici,2.98,l,600.0 ml,0.6,ml,1.788
8745,Carrefour Bio Succo e Polpa di Pesca 3 x 200 ml,"€ 3,82 al
l/600.0 ml",acqua e analcolici,3.82,l,600.0 ml,0.6,ml,2.292
8746,"Vitasnella Acqua Oligominerale Naturale 6 x 0,5 L","€ 0,80 al
l/3.0 l",acqua e analcolici,0.8,l,3.0 l,3.0,l,2.4000000000000004
8747,Santàl pera con varietà Williams 3 x 200 ml,"€ 2,75 al
l/600.0 ml",acqua e analcolici,2.75,l,600.0 ml,0.6,ml,1.65
8748,"San Benedetto Succoso Zero Arancia Carota Limone 0,40L","€ 2,48 al
l/400.0 ml",acqua e analcolici,2.48,l,400.0 ml,0.4,ml,0.992
8749,Pepsi 2 L,"€ 0,95 al
l/2.0 l",acqua e analcolici,0.95,l,2.0 l,2.0,l,1.9
8750,Carrefour 100% spremuta Arance rosse 750 ml,"€ 3,72 al
l/750.0 ml",acqua e analcolici,3.72,l,750.0 ml,0.75,ml,2.79
8751,"San Benedetto Acqua Naturale Benedicta Ecogreen 6 x 0,5 L","€ 0,74 al
l/3.0 l",acqua e analcolici,0.74,l,3.0 l,3.0,l,2.2199999999999998
8752,"Carrefour Classic Drink Arancia Rossa e Arancia Bionda 1,5 L","€ 1,13 al
l/1500.0 ml",acqua e analcolici,1.13,l,1500.0 ml,1.5,ml,1.6949999999999998
8753,"SANPELLEGRINO Chinò 1,2 L","€ 1,08 al
l/1200.0 ml",acqua e analcolici,1.08,l,1200.0 ml,1.2,ml,1.296
8754,COCA-COLA Original Taste Vetro 1 L,"€ 1,95 al
l/1000.0 ml",acqua e analcolici,1.95,l,1000.0 ml,1.0,ml,1.95
8755,Pepsi 330 ml,"€ 1,48 al
l/330.0 ml",acqua e analcolici,1.48,l,330.0 ml,0.33,ml,0.4884
8756,COCA-COLA Original Taste PET 1 L,"€ 1,35 al
l/1000.0 ml",acqua e analcolici,1.35,l,1000.0 ml,1.0,ml,1.35
8757,Santàl frutti rossi 1000 ml,"€ 1,95 al
l/1000.0 ml",acqua e analcolici,1.95,l,1000.0 ml,1.0,ml,1.95
8758,"Gassosa San Benedetto 1,5 L PET","€ 0,93 al
l/1500.0 ml",acqua e analcolici,0.93,l,1500.0 ml,1.5,ml,1.395
8759,Carrefour Classic Leggermente Frizzante Acqua Minerale Naturale 6 x 1.5 L,"€ 0,21 al
l/9.0 l",acqua e analcolici,0.21,l,9.0 l,9.0,l,1.89
8760,"Allegra San Benedetto 1,5 L PET","€ 0,93 al
l/1500.0 ml",acqua e analcolici,0.93,l,1500.0 ml,1.5,ml,1.395
8761,San Benedetto Acqua Naturale Benedicta Ecogreen Easy 6 x 1 L,"€ 0,46 al
l/6.0 l",acqua e analcolici,0.46,l,6.0 l,6.0,l,2.7600000000000002
8762,Schweppes Limone 1 L PET,"€ 1,45 al
l/1000.0 ml",acqua e analcolici,1.45,l,1000.0 ml,1.0,ml,1.45
8763,S.Bernardo Rocciaviva Frizzante 6 x 1.5 L,"€ 0,41 al
l/9.0 l",acqua e analcolici,0.41,l,9.0 l,9.0,l,3.69
8764,COCA-COLA Zero Zuccheri 1 lt (PET),"€ 1,35 al
l/1000.0 ml",acqua e analcolici,1.35,l,1000.0 ml,1.0,ml,1.35
8765,"San Benedetto Baby Thè deteinato limone P&P 0,25 L","€ 2,60 al
l/250.0 ml",acqua e analcolici,2.6,l,250.0 ml,0.25,ml,0.65
8766,"Carrefour Classic Thé alla Pesca 1,5 L","€ 0,59 al
l/1500.0 ml",acqua e analcolici,0.59,l,1500.0 ml,1.5,ml,0.885
8767,Carrefour Extra Succo Tropicale 100% Frutta 1 L,"€ 1,65 al
l/1000.0 ml",acqua e analcolici,1.65,l,1000.0 ml,1.0,ml,1.65
8768,Carrefour Classic Bevanda Arancia Senza Zuccheri Aggiunti* 1 L,"€ 1,70 al
l/1000.0 ml",acqua e analcolici,1.7,l,1000.0 ml,1.0,ml,1.7
8769,"Uliveto 6 x 0,5 L","€ 0,74 al
l/3.0 l",acqua e analcolici,0.74,l,3.0 l,3.0,l,2.2199999999999998
8770,Levissima RPET 6x1L- Naturale,"€ 0,63 al
l/6.0 l",acqua e analcolici,0.63,l,6.0 l,6.0,l,3.7800000000000002
8771,"Carrefour Cola Zero 1,5 L","€ 0,53 al
l/1500.0 ml",acqua e analcolici,0.53,l,1500.0 ml,1.5,ml,0.795
8772,Pepsi Zero Zucchero 330 ml,"€ 1,48 al
l/330.0 ml",acqua e analcolici,1.48,l,330.0 ml,0.33,ml,0.4884
8773,"Carrefour Aranciata Zero zuccheri aggiunti* 1,5 l","€ 0,50 al
l/1500.0 ml",acqua e analcolici,0.5,l,1500.0 ml,1.5,ml,0.75
8774,Estathé pesca 400 ml,"€ 2,48 al
l/400.0 ml",acqua e analcolici,2.48,l,400.0 ml,0.4,ml,0.992
8775,"SanThé Sant'Anna Limone 1,5 L","€ 0,79 al
l/1500.0 ml",acqua e analcolici,0.79,l,1500.0 ml,1.5,ml,1.185
8776,Carrefour Classic Drink Mela Banana 3 x 200 ml,"€ 1,65 al
l/600.0 ml",acqua e analcolici,1.65,l,600.0 ml,0.6,ml,0.9899999999999999
8777,Carrefour Classic Nettare Albicocca 1L,"€ 1,45 al
l/1000.0 ml",acqua e analcolici,1.45,l,1000.0 ml,1.0,ml,1.45
8778,"Carrefour Ginger 1,5 L","€ 0,50 al
l/1500.0 ml",acqua e analcolici,0.5,l,1500.0 ml,1.5,ml,0.75
8779,Crodino Biondo 10 x 10 cl,"€ 6,49 al
l/1000.0 ml",acqua e analcolici,6.49,l,1000.0 ml,1.0,ml,6.49
8780,Zuegg Skipper Melograno 1000 ml,"€ 1,85 al
l/1000.0 ml",acqua e analcolici,1.85,l,1000.0 ml,1.0,ml,1.85
8781,"Ferrarelle 6 x 0,50L","€ 0,64 al
l/3.0 l",acqua e analcolici,0.64,l,3.0 l,3.0,l,1.92
8782,Zuegg Skipper Senza zuccheri aggiunti* Arancia 1000 ml,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8783,Carrefour Sensation Tonica 1 L,"€ 0,69 al
l/1000.0 ml",acqua e analcolici,0.69,l,1000.0 ml,1.0,ml,0.69
8784,"FUZE TEA, Tè al Limone e Lemongrass 400ml (PET)","€ 2,48 al
l/400.0 ml",acqua e analcolici,2.48,l,400.0 ml,0.4,ml,0.992
8785,Zuegg Skipper Frutti di Bosco Senza zuccheri aggiunti* 3 x 200 ml,"€ 3,08 al
l/600.0 ml",acqua e analcolici,3.08,l,600.0 ml,0.6,ml,1.8479999999999999
8786,Psychik Taurine drink 25 cl,"€ 3,16 al
l/250.0 ml",acqua e analcolici,3.16,l,250.0 ml,0.25,ml,0.79
8787,"Zuegg Skipper Kiwi, Mela e Kiwi Gold 1000 ml","€ 1,85 al
l/1000.0 ml",acqua e analcolici,1.85,l,1000.0 ml,1.0,ml,1.85
8788,"Pepsi 2 x 1,5 L","€ 0,97 al
l/3.0 l",acqua e analcolici,0.97,l,3.0 l,3.0,l,2.91
8789,Lurisia il Nostro Chinotto confezione 4 x 275 ml,"€ 4,72 al
l/1100.0 ml",acqua e analcolici,4.72,l,1100.0 ml,1.1,ml,5.192
8790,Yoga Optimum 70% Pesca Italiana 6 x 200 ml,"€ 2,99 al
l/1200.0 ml",acqua e analcolici,2.99,l,1200.0 ml,1.2,ml,3.588
8791,"Gassosa San Benedetto Zero 0,75 L PET","€ 1,05 al
l/750.0 ml",acqua e analcolici,1.05,l,750.0 ml,0.75,ml,0.7875000000000001
8792,Schweppes Tonica Zero 1 L PET,"€ 1,45 al
l/1000.0 ml",acqua e analcolici,1.45,l,1000.0 ml,1.0,ml,1.45
8793,Estathé deteinato limone Super Mario 3 x 200 ml,"€ 2,98 al
l/600.0 ml",acqua e analcolici,2.98,l,600.0 ml,0.6,ml,1.788
8794,COCA-COLA Original Taste 2L (PET),"€ 1,40 al
l/2.0 l",acqua e analcolici,1.4,l,2.0 l,2.0,l,2.8
8795,Carrefour Classic Bevanda Ananas Senza Zuccheri Aggiunti* 1 L,"€ 1,70 al
l/1000.0 ml",acqua e analcolici,1.7,l,1000.0 ml,1.0,ml,1.7
8796,Monster Energy Lewis Hamilton Zero Sugar 500 ml,"€ 3,50 al
l/500.0 ml",acqua e analcolici,3.5,l,500.0 ml,0.5,ml,1.75
8797,Carrefour Classic Thé alla Pesca 6 x 200 ml,"€ 1,49 al
l/1200.0 ml",acqua e analcolici,1.49,l,1200.0 ml,1.2,ml,1.788
8798,"San Benedetto Baby Bottle Naturale P&P fardello 4 x 0,25 L","€ 2,20 al
l/1000.0 ml",acqua e analcolici,2.2,l,1000.0 ml,1.0,ml,2.2
8799,"Allegra San Benedetto Zero 0,75 L PET","€ 1,05 al
l/750.0 ml",acqua e analcolici,1.05,l,750.0 ml,0.75,ml,0.7875000000000001
8800,"POWERADE Blood Orange, Sport Drink al gusto Arancia Rossa 500ml (PET)","€ 2,30 al
l/500.0 ml",acqua e analcolici,2.3,l,500.0 ml,0.5,ml,1.15
8801,"San Benedetto Thè verde & cactus zero 1,5 L","€ 0,79 al
l/1500.0 ml",acqua e analcolici,0.79,l,1500.0 ml,1.5,ml,1.185
8802,"Boario Frizzante 6 x 1,5 L","€ 0,31 al
l/9.0 l",acqua e analcolici,0.31,l,9.0 l,9.0,l,2.79
8803,Sant'Anna Naturale Sorgente Rebruant 6 x 2 L,"€ 0,30 al
l/12.0 l",acqua e analcolici,0.3,l,12.0 l,12.0,l,3.5999999999999996
8804,"Cedrata San Benedetto 1,5 L PET","€ 0,93 al
l/1500.0 ml",acqua e analcolici,0.93,l,1500.0 ml,1.5,ml,1.395
8805,"Maniva Acqua Oligominerale Alcalina Naturale 6 x 1,5 L","€ 0,28 al
l/9.0 l",acqua e analcolici,0.28,l,9.0 l,9.0,l,2.5200000000000005
8806,Simpl Succo e polpa di Pesca 6 x 200 ml,"€ 1,46 al
l/1200.0 ml",acqua e analcolici,1.46,l,1200.0 ml,1.2,ml,1.752
8807,Monster Ultra White lattina da 500ml,"€ 3,50 al
l/500.0 ml",acqua e analcolici,3.5,l,500.0 ml,0.5,ml,1.75
8808,Lemonsoda 100 cl,"€ 1,09 al
l/1000.0 ml",acqua e analcolici,1.09,l,1000.0 ml,1.0,ml,1.09
8809,"Schweppes Tonica 0,25 L PET x 4","€ 2,99 al
l/1000.0 ml",acqua e analcolici,2.99,l,1000.0 ml,1.0,ml,2.99
8810,Carrefour Bio Succo e Polpa di Mela 3 x 200 ml,"€ 3,82 al
l/600.0 ml",acqua e analcolici,3.82,l,600.0 ml,0.6,ml,2.292
8811,"SPRITE, Bibita Gassata 330ml x 4 (Lattina)","€ 2,61 al
l/1320.0 ml",acqua e analcolici,2.61,l,1320.0 ml,1.32,ml,3.4452
8812,Carrefour Extra Succo Pompelmo 100% Frutta 1 L,"€ 1,65 al
l/1000.0 ml",acqua e analcolici,1.65,l,1000.0 ml,1.0,ml,1.65
8813,"Sant'Anna di Vinadio Frizzante 6 x 0,5 L","€ 0,70 al
l/3.0 l",acqua e analcolici,0.7,l,3.0 l,3.0,l,2.0999999999999996
8814,Carrefour Classic Drink Mango e Pesca 1 L,"€ 1,45 al
l/1000.0 ml",acqua e analcolici,1.45,l,1000.0 ml,1.0,ml,1.45
8815,Zuegg Skipper Senza zuccheri aggiunti* Ananas 1000 ml,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8816,Pepsi Twist limone 330 ml,"€ 1,48 al
l/330.0 ml",acqua e analcolici,1.48,l,330.0 ml,0.33,ml,0.4884
8817,"San Benedetto Thè pesca 1,5 L","€ 0,79 al
l/1500.0 ml",acqua e analcolici,0.79,l,1500.0 ml,1.5,ml,1.185
8818,"LEVISSIMA, frizzante conf. 6x150 cl","€ 0,37 al
l/9.0 l",acqua e analcolici,0.37,l,9.0 l,9.0,l,3.33
8819,"San Benedetto Thè limone 1,5 L","€ 0,79 al
l/1500.0 ml",acqua e analcolici,0.79,l,1500.0 ml,1.5,ml,1.185
8820,"COCA-COLA Original Taste 1,35L x 4 (PET)","€ 1,44 al
l/5400.0 ml",acqua e analcolici,1.44,l,5400.0 ml,5.4,ml,7.776
8821,Carrefour Bio Succo e Polpa di Albicocca 3 x 200 ml,"€ 3,82 al
l/600.0 ml",acqua e analcolici,3.82,l,600.0 ml,0.6,ml,2.292
8822,"Carrefour Classic Gusto Gassosa 1,5 L","€ 0,50 al
l/1500.0 ml",acqua e analcolici,0.5,l,1500.0 ml,1.5,ml,0.75
8823,Carrefour Classic Bevanda Mela e Frutti Rossi Senza Zuccheri Aggiunti* 1 L,"€ 1,70 al
l/1000.0 ml",acqua e analcolici,1.7,l,1000.0 ml,1.0,ml,1.7
8824,"Red Bull Energy Drink, Zero Calorie, 250 ml","€ 5,56 al
l/250.0 ml",acqua e analcolici,5.56,l,250.0 ml,0.25,ml,1.39
8825,"LEVISSIMA, issima Acqua Minerale Naturale Oligominerale, 4 x 33 cl","€ 1,64 al
l/1320.0 ml",acqua e analcolici,1.64,l,1320.0 ml,1.32,ml,2.1648
8826,"Acqua Minerale San Benedetto Frizzante pet 1,5 L Fardello","€ 0,41 al
l/9.0 l",acqua e analcolici,0.41,l,9.0 l,9.0,l,3.69
8827,Simpl Succo e polpa di Pera 6 x 200 ml,"€ 1,46 al
l/1200.0 ml",acqua e analcolici,1.46,l,1200.0 ml,1.2,ml,1.752
8828,Rauch bravo ACE Vitamin Drink 2 L,"€ 1,30 al
l/2000.0 ml",acqua e analcolici,1.3,l,2000.0 ml,2.0,ml,2.6
8829,Zuegg Skipper Ananas Senza zuccheri aggiunti* 3 x 200 ml,"€ 3,08 al
l/600.0 ml",acqua e analcolici,3.08,l,600.0 ml,0.6,ml,1.8479999999999999
8830,Simpl Bevanda Arancia Rossa con Vitamina C 1 L,"€ 1,15 al
l/1000.0 ml",acqua e analcolici,1.15,l,1000.0 ml,1.0,ml,1.15
8831,Carrefour Classic Thé al Limone 6 x 200 ml,"€ 1,49 al
l/1200.0 ml",acqua e analcolici,1.49,l,1200.0 ml,1.2,ml,1.788
8832,Carrefour Sensation Bitter Rosso 6 x 100 ml,"€ 3,08 al
l/600.0 ml",acqua e analcolici,3.08,l,600.0 ml,0.6,ml,1.8479999999999999
8833,SANPELLEGRINO Naturali Aranciata Amara 33 cl,"€ 1,88 al
l/330.0 ml",acqua e analcolici,1.88,l,330.0 ml,0.33,ml,0.6204
8834,Carrefour Selection Succo di Frutta 100% Arance Bionde Non da concentrato 1 L,"€ 2,59 al
l/1000.0 ml",acqua e analcolici,2.59,l,1000.0 ml,1.0,ml,2.59
8835,Carrefour Sensation Bitter Biondo 6 x 100 ml,"€ 3,08 al
l/600.0 ml",acqua e analcolici,3.08,l,600.0 ml,0.6,ml,1.8479999999999999
8836,Santàl Dolce di Natura ACE Senza Zuccheri Aggiunti 1000 ml,"€ 1,99 al
l/1000.0 ml",acqua e analcolici,1.99,l,1000.0 ml,1.0,ml,1.99
8837,"Gatorade Cool Blue 0,5 L","€ 2,58 al
l/500.0 ml",acqua e analcolici,2.58,l,500.0 ml,0.5,ml,1.29
8838,Estathé zero limone 200 ml,"€ 2,98 al
l/600.0 ml",acqua e analcolici,2.98,l,600.0 ml,0.6,ml,1.788
8839,Yoga Mela Banana succo e polpa 1 Litro,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8840,"Spuma San Benedetto 1,5 L PET","€ 0,93 al
l/1500.0 ml",acqua e analcolici,0.93,l,1500.0 ml,1.5,ml,1.395
8841,Carrefour Bio Succo e Polpa di Pera 3 x 200 ml,"€ 3,82 al
l/600.0 ml",acqua e analcolici,3.82,l,600.0 ml,0.6,ml,2.292
8842,"LEVISSIMA, intensamente frizzante conf. 6x100 cl","€ 0,63 al
l/6.0 l",acqua e analcolici,0.63,l,6.0 l,6.0,l,3.7800000000000002
8843,"San Benedetto Baby Thè deteinato pesca P&P 0,25 L","€ 2,60 al
l/250.0 ml",acqua e analcolici,2.6,l,250.0 ml,0.25,ml,0.65
8844,"Schweppes Limone Zero 0,60 L PET","€ 1,45 al
l/600.0 ml",acqua e analcolici,1.45,l,600.0 ml,0.6,ml,0.87
8845,Carrefour Pera nettare 6 x 125 ml,"€ 3,05 al
l/750.0 ml",acqua e analcolici,3.05,l,750.0 ml,0.75,ml,2.2874999999999996
8846,Zuegg Skipper Senza zuccheri aggiunti* Frutti del Bosco 1000 ml,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8847,Zuegg Skipper Senza zuccheri aggiunti* Pompelmo 1000 ml,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8848,Santàl Dolce di Natura ACE Senza Zuccheri Aggiunti 3 x 200 ml,"€ 3,32 al
l/600.0 ml",acqua e analcolici,3.32,l,600.0 ml,0.6,ml,1.9919999999999998
8849,Valfrutta i Triangolini Pesca Italiana succo e polpa Brik 12 x 100 ml,"€ 3,24 al
l/1200.0 ml",acqua e analcolici,3.24,l,1200.0 ml,1.2,ml,3.888
8850,"Ferrarelle Maxima 6 x 1,5 L","€ 0,36 al
l/9.0 l",acqua e analcolici,0.36,l,9.0 l,9.0,l,3.2399999999999998
8851,"Red Bull Energy Drink, Senza Zuccheri, 250 ml","€ 5,56 al
l/250.0 ml",acqua e analcolici,5.56,l,250.0 ml,0.25,ml,1.39
8852,"Red Bull Energy Drink, 250 ml","€ 5,56 al
l/250.0 ml",acqua e analcolici,5.56,l,250.0 ml,0.25,ml,1.39
8853,"SANPELLEGRINO Naturali Aranciata Amara 1,2 L","€ 1,08 al
l/1200.0 ml",acqua e analcolici,1.08,l,1200.0 ml,1.2,ml,1.296
8854,"RECOARO ACQUA BRILLANTE Bibita Gassata, Acqua Tonica 33cl, Lattina","€ 1,61 al
l/330.0 ml",acqua e analcolici,1.61,l,330.0 ml,0.33,ml,0.5313000000000001
8855,Lemonsoda Energy Activator Tropical Trip 50 cl,"€ 3,18 al
l/500.0 ml",acqua e analcolici,3.18,l,500.0 ml,0.5,ml,1.59
8856,Carrefour Bio Frullato di frutta alla Prugna 120 g,"€ 7,92 al
kg/120.0 g",acqua e analcolici,7.92,kg,120.0 g,0.12,g,0.9503999999999999
8857,"Sant'Anna di Vinadio Lievemente Frizzante 6 x 1,5 L","€ 0,36 al
l/9.0 l",acqua e analcolici,0.36,l,9.0 l,9.0,l,3.2399999999999998
8858,"San Benedetto Libera Naturale Fonte Benedicta 6x0,5L","€ 0,94 al
l/3.0 l",acqua e analcolici,0.94,l,3.0 l,3.0,l,2.82
8859,Zuegg Skipper Senza zuccheri aggiunti* Pesca 1000 ml,"€ 1,79 al
l/1000.0 ml",acqua e analcolici,1.79,l,1000.0 ml,1.0,ml,1.79
8860,Pepsi Zero Zucchero Lime 330 ml,"€ 1,48 al
l/330.0 ml",acqua e analcolici,1.48,l,330.0 ml,0.33,ml,0.4884
