Category,Product,Price,Quantity
cura persona,"jäneke, pinzetta colorata punta obliqua",2.90 € / pz,
cura persona,"nivea, latte detergente idratante fiore di loto sacro 200 ml",17.45 € / l,
cura persona,"nivea, vellutante crema corpo pelle secca 500 ml",11.98 € / l,
cura persona,"nivea, soft crema idratante rinfrescante 50 ml",45.80 € / l,
cura persona,"nivea, crema mani nutriente con olio di mandorla 100 ml",26.10 € / l,
cura persona,"winni's naturel, sapone liquido mani ecoricarica 500 ml",8.22 € / l,
cura persona,"garnier, skinactive acqua micellare bifase 400 ml",11.08 € / l,
cura persona,"carmex, classic balsamo idratante labbra spf 15 4 g",880.00 € / kg,0.004 kg
cura persona,"garnier, skinactive fresh struccante occhi delicato pelli normali e miste 125 ml",24.32 € / l,
cura persona,"acqua alle rose, acqua micellare struccante pelli delicate 200 ml",20.95 € / l,
cura persona,"l'oréal paris, skin expert fiori rari latte struccante pelli secche e sensibili 400 ml",14.00 € / l,
cura persona,"pantene pro-v, rigenera & protegge balsamo 90 ml",17.67 € / l,
cura persona,"nivea, q10 3in1 anti-età crema mani 100 ml",26.10 € / l,
cura persona,"neutrogena, crema mani concentrata non profumata 50 ml",55.60 € / l,
cura persona,"garnier, skin naturals express struccante occhi 2in1 125 ml",31.92 € / l,
cura persona,"jäneke, tagliaunghie mani",2.59 € / pz,
cura persona,"jäneke, tagliaunghie piedi",2.90 € / pz,
cura persona,"nivea, struccante occhi delicato 125 ml",30.88 € / l,
cura persona,"scholl, expertcare deodorante piedi 150 ml",29.34 € / l,
cura persona,"nivea, clean deeper gel scrub quotidiano previene imperfezioni 150 ml",24.81 € / l,
cura persona,"l'oréal paris, struccante occhi waterproof 125 ml",30.40 € / l,
cura persona,"cera di cupra, ricetta di bellezza crema mani 75 ml",26.01 € / l,
cura persona,"garnier, skinactive pure charcoal  maschera viso in tessuto nero idratante e purificante pelli normali o miste",92.51 € / kg,
cura persona,"scholl, active repair k+ secchezza crema per talloni screpolati 60 ml",76.84 € / l,
cura persona,"venus, l'originale crema da giorno idratante protettiva 50 ml",63.80 € / l,
cura persona,"nivea, hydracare complex crema giorno nutriente super idratante con olio di mandorla naturale  50 ml",81.20 € / l,
cura persona,"equilibra, linea nutriente karité stick labbra 5,5 ml",658.00 € / l,
cura persona,"leocrema, pellemorbida nutriente multiuso 190 ml",11.32 € / l,
cura persona,"garnier, skinactive hydra bomb maschera super idratante energizzante 32 g",92.51 € / kg,0.032 kg
cura persona,"jäneke, lima doppia callosità",3.69 € / pz,
cura persona,"lycia, salviettine struccanti pelli normali con acido ialuronico 20 pezzi",0.07 € / pz,20.0 pz
cura persona,"himalaya, nourishing lip balm 4,5 g",438.00 € / l,0.0045 kg
cura persona,"leocrema, crema corpo idratante pelle normale o secca 250 ml",9.56 € / l,
cura persona,"garnier, skinactive hydra bomb lavanda idratante effetto relax maschera in tessuto 28 g",2.99 € / pz,0.028 kg
cura persona,"nivea, hydracare complex crema giorno & notte riequilibrante super idratante con vitamina e 50 ml",77.20 € / l,
cura persona,"jäneke, pinzetta punta retta tweezer mp100",2.59 € / pz,
cura persona,"nivea, latte idratante rassodante q10 + vitamina c pelle normale 250 ml",21.72 € / l,
cura persona,"kaloderma, nutriente karité nutriente burro mani per pelle secca e molto secca 75 ml",43.47 € / l,
cura persona,"equilibra, aloe stick labbra protettivo lenitivo 5,5 ml",3.29 € / pz,
cura persona,"pl3, special protector",6.20 € / pz,
cura persona,"winni's naturel, detergente intimo 250 ml",16.44 € / l,
cura persona,"jäneke, forbice pelli punta curva",6.90 € / pz,
cura persona,"scholl, secchezza crema idratante antisecchezza 75 ml",62.54 € / l,
cura persona,"nivea, 2in1 latte detergente + tonico rinfrescante fiore di loto sacro 200 ml",17.45 € / l,
cura persona,"glicemille, crema mani nutriente 75 ml",17.34 € / l,
cura persona,"l'oréal paris, skin expert acqua micellare pelli sensibili 400 ml",13.13 € / l,
cura persona,"garnier, skinactive hydra bomb maschera super idratante lenitiva 32 g",92.51 € / kg,0.032 kg
cura persona,"blistex, classic lip protector spf 10",947.50 € / kg,
cura persona,"garnier, skinactive fresh uva latte detergente idratante pelli normali e miste 200 ml",17.95 € / l,
cura persona,"carmex, cherry moisturising lip balm spf 15 10 g",290.84 € / l,0.01 kg
cura persona,"carmex, classic balsamo idratante labbra 10 g",399.00 € / kg,0.01 kg
cura persona,"winni's naturel, bagnoschiuma thè verde e betulla 500 ml",10.18 € / l,
cura persona,"nivea, hydracare complex crema giorno rinfrescante super idratante con vitamina e  50 ml",81.20 € / l,
cura persona,"7th heaven, maschera viso unicorno yuzu e camu camu",3.19 € / pz,
cura persona,"nivea, tonico vitalizzante fiore di loto sacro 200 ml",17.45 € / l,
cura persona,"prep, crema mani concentrata 75 ml",33.21 € / l,
cura persona,"prep, crema dermoprotettiva 50 ml",50.40 € / l,
cura persona,"garnier, skin naturals pureactive 3in1 pelli grasse 150 ml",36.61 € / l,
cura persona,"jäneke, lima zaffiro",2.69 € / pz,
cura persona,"garnier, skin active nutri bomb maschera nutriente illuminante pelli secche e spente",89.29 € / kg,
cura persona,"garnier, skinactive hydra bomb maschera super idratante opacizzante 32 g",92.51 € / kg,0.032 kg
cura persona,"autan, tropical repellente antizanzare tigre mini 50 ml",129.80 € / l,
cura persona,"acqua alle rose, acqua micellare struccante 200 ml",20.95 € / l,
cura persona,"batist, dry shampoo 75 ml",52.01 € / l,
cura persona,"nivea, crema mani nutriente olio di mandorla 30 ml",66.67 € / l,
cura persona,"nivea, hydracare complex crema giorno opacizzante super idratante con minerali 50 ml",77.20 € / l,
cura persona,"clinians, hydra plus attiva antistress latte detergente idratante 200 ml",19.25 € / l,
cura persona,"7th heaven, maschera viso panda cocco e banana",3.19 € / pz,
cura persona,"garnier, skinactive maschera in tessuto labbra rimpolpante alla ciliegia",2.65 € / pz,
cura persona,"garnier, ambre solaire natural bronzer protezione solare salvietta autoabbronzante 5,6 ml",2.09 € / pz,
cura persona,"labello, hydro care spf 15",2.85 € / pz,
cura persona,"winni's naturel, sapone liquido mani 250 ml",14.64 € / l,
cura persona,"garnier, skin active hydra bomb notte maschera in tessuto 28 g",2.99 € / pz,0.028 kg
cura persona,"nivea, micellair acqua micellare idratante 400 ml",8.90 € / l,
cura persona,"garnier, skinactive acqua micellare tutto in 1 pelli sensibili 100 ml",25.90 € / l,
cura persona,"jäneke, forbice curva colorata doppio uso mp154c",4.90 € / pz,
cura persona,"dove, beauty cream corpo e viso 150 ml",21.67 € / l,
cura persona,"gum, travel kit dentifricio+spazzolino+filo interdentale+soft picks",5.49 € / pz,
cura persona,"clinians, hydra plus crema idratante leggera pelli normali o miste 50 ml",80.20 € / l,
cura persona,"nivea, men creme 75 ml",31.21 € / l,
cura persona,"kaloderma, nutriente karité fluida corpo per pelle secca e molto secca 400 ml",9.63 € / l,
cura persona,"garnier, skin naturals fresh acqua micellare pelli normali e miste 400 ml",9.95 € / l,
cura persona,"biopoint, body care crema corpo nutrizione prodigiosa 500 ml",22.16 € / l,
cura persona,"clinians, hydra plus lenitiva crema idratante pelli secche o sensibili 50 ml",80.20 € / l,
cura persona,"kaloderma, nutre olio di mandorle pelle secca e molto secca 300 ml",23.71 € / l,
cura persona,"prep, crema rigenera talloni screpolati 75 ml",66.54 € / l,
cura persona,"garnier, maschera in tessuto skin active hydra bomb idratante e rivitalizzante tutti i tipi di pelle",2.69 € / pz,
cura persona,"cera di cupra, ricetta di bellezza salviette struccanti 20 pezzi",0.20 € / pz,20.0 pz
cura persona,"pilogen carezza, dr. pignacca ossido di zinco 15% crema protettiva 75 ml",81.21 € / l,
cura persona,"nivea, aloe idratante crema corpo pelle normale o secca 500 ml",13.36 € / l,
cura persona,"l'oréal paris, struccante delicato occhi 125 ml",37.60 € / l,
cura persona,"scholl, expertcare pedimask nutriente con olio di lavanda",4.99 € / pz,
cura persona,"equilibra, olio di mandorle dolci 250 ml",31.56 € / l,
cura persona,"dove, nourishing body care rich nourishment 150 ml",21.67 € / l,
cura persona,"l'oréal paris, revitalift trattamento giorno anti-rughe + extra-rassodante 50 ml",203.60 € / l,
cura persona,"garnier, hydra bomb maschera in tessuto 28 g",3.28 € / pz,0.028 kg
cura persona,"clinians, hydra plus gel detergente rinfrescante pelli normali o miste 150 ml",23.27 € / l,
cura persona,"l'oréal paris, revitalift laser x3 trattamento profondo anti-età 50 ml",313.40 € / l,
cura persona,"clinians, soft basic salviette struccanti pelli secche e sensibili 30 pezzi",0.11 € / pz,30.0 pz
cura persona,"blistex, pomata trattamento labbra spf 10",1053.34 € / kg,
cura persona,"neutrogena, crema fluida corpo idratazione intensa 250 ml",15.56 € / l,
cura persona,"equilibra, aloe crema mani e unghie idratante protettiva 75 ml",53.21 € / l,
cura persona,"nivea, q10 power antirughe rassodante crema giorno viso spf 15 50 ml",173.00 € / l,
cura persona,"garnier, skinactive pureactive acqua micellare pelli miste 400 ml",9.95 € / l,
cura persona,"garnier, skin active nutribomb maschera nutriente riparatrice pelli molto secche",85.36 € / kg,
cura persona,"garnier, skinactive idratante prodigiosa con tè verde opacizzante per pelli miste 50 ml",112.00 € / l,
cura persona,"garnier, skinactive idratante prodigiosa con acqua di rosa lenitiva per pelli secche o sensibili 50 ml",112.00 € / l,
cura persona,"garnier, bio gel detergente detox al lemongrass con acqua di fiordaliso e glicerina vegetale 150 ml",42.61 € / l,
cura persona,"l'oréal paris, trattamento fortificante attiva anti-rughe 65+ crema viso giorno e notte 50 ml",198.00 € / l,
cura persona,"l'oréal paris, revitalift filler maschera occhi 11 g",3.99 € / pz,0.011 kg
cura persona,"labello, lip oil glossy shine 5,1 g",1198.00 € / l,0.0050999999999999995 kg
cura persona,"geomar, crema-gel effetto urto 200 ml",17.55 € / l,
cura persona,"i provenzali, olio puro di mandorle dolci elasticizzante 200 ml",34.95 € / l,
cura persona,"compeed, cerotti per vesciche medio 6 pezzi",1.72 € / pz,6.0 pz
cura persona,"blistex, medplus stick spf 15",1422.50 € / kg,
cura persona,"venus, pura giovinezza crema da giorno alla gelatina reale 50 ml",109.80 € / l,
cura persona,"aveeno, crema idratante corpo 200 ml",69.60 € / l,
cura persona,"nivea, q10 power contorno occhi rassodante anti-rughe 15 ml",459.34 € / l,
cura persona,"venus, aqua 24 crema idratante multi vitaminica 7 vitamine 50 ml",96.80 € / l,
cura persona,"dove, body love seta preziosa crema corpo nutriente per tutti i tipi di pelle 300 ml",16.64 € / l,
cura persona,"l'oréal paris, revitalift filler maschera in tessuto rimpolpanti anti-età con acido ialuronico",156.34 € / kg,
cura persona,"l'oréal paris, attiva anti-rughe anni 45+ trattamento intensivo anti-rughe giorno e notte 50 ml",159.80 € / l,
cura persona,"garnier, pure active maschera in tessuto",2.65 € / pz,
cura persona,"venus, acqua micellare ultra delicata 400 m",11.23 € / l,
cura persona,"garnier, skinactive idratante prodigiosa con aloe vera rinfrescante per pelli normali 50 ml",112.00 € / l,
cura persona,"jäneke, taglia calli",3.19 € / pz,
cura persona,"nivea, q10 power anti-rughe crema notte idratante viso 50 ml",173.00 € / l,
cura persona,"maybelline new york, ciglia sensazionali intense black mascara volume effetto ventaglio nero",11.60 € / pz,
cura persona,"l'oréal paris, tripla attiva crema idratante protettiva pelli normali o miste 50 ml",88.60 € / l,
cura persona,"kaloderma, skin beauty karité nutriente burro corpo pelle secca e molto secca 300 ml",19.97 € / l,
cura persona,"lavera, basis sensitiv balsamo per le labbra 4,5 g",775.56 € / kg,0.0045 kg
cura persona,"venus, aqua 24 crema idratante attiva 24 ore 50 ml",96.80 € / l,
cura persona,"maybelline new york, ciglia sensazionali voluptuous mascara volumizzante effetto ventaglio nero",11.60 € / pz,
cura persona,"jäneke, lame per levacalli conf. 2x10 pezzi",0.18 € / pz,20.0 pz
cura persona,"l'oréal paris, tripla attiva crema idratante protettiva pelli secche o sensibili 50 ml",101.80 € / l,
cura persona,"garnier, skin naturals pureactive intensive crema detergente ultra-esfoliante anti-brufoli pelli grasse 150 ml",41.01 € / l,
cura persona,"kaloderma, skin beauty scrub purificante corpo 85 g",22.95 € / kg,0.085 kg
cura persona,"scholl, pedorex callosità trattamento intensivo anti-callosità 75 ml",90.67 € / l,
cura persona,"l'oréal paris, age perfect crema viso re-idratante per pelli mature 50 ml",195.80 € / l,
cura persona,"kaloderma, argan illuminante olio corpo 300 ml",16.57 € / l,
cura persona,"nivea, soufflé corpo cocco crema idratante con olio di monoi 200 ml",26.35 € / l,
cura persona,"acqua alle rose, idratante crema viso rivitalizzante pelli normali o miste 50 ml",155.80 € / l,
cura persona,"omia laboratoires, eco biologico dermo bagno aloe vera 400 ml",9.98 € / l,
cura persona,"garnier, skinactive maschera occhi in tessuto riparatrice arricchita con probiotici 6 g",3.19 € / pz,0.006 kg
cura persona,"l'oréal paris, revitalift laser x3 trattamento profondo anti-età spf 20 50 ml",313.40 € / l,
cura persona,"compeed, cerotti per duroni medio 6 pezzi",1.54 € / pz,6.0 pz
cura persona,"kaloderma, ceramidi riparatrici crema mani 75 ml",48.01 € / l,
cura persona,"equilibra, aloe crema viso idratante 75 ml",76.54 € / l,
cura persona,"kaloderma, skin beauty aloe idratante fluida gelée corpo per pelle normale o secca 400 ml",9.63 € / l,
cura persona,"hansaplast, foot expert foot protection 2in1 deo 150 ml",36.61 € / l,
cura persona,"neutrogena, deep moisture crema viso e corpo pelle secca 200 ml",26.90 € / l,
cura persona,"jäneke, tronchese unghie",8.90 € / pz,
cura persona,"eucerin, ph5 skin-protection idratante corpo pelle sensibile 400 ml",42.25 € / l,
cura persona,"eucerin, ph 5 crema mani pelle sensibile 75 ml",122.67 € / l,
cura persona,"l'oréal paris, revitalift laser x3 crema-maschera anti-età notte 50 ml",313.40 € / l,
cura persona,"acqua alle rose, idratante sensitive 50 ml",155.80 € / l,
cura persona,"biopoint, body care crema corpo idratazione sublime 500 ml",22.16 € / l,
cura persona,"geomar, gel freddo drenante 200 ml",17.25 € / l,
cura persona,"dove, body love petali di seta crema corpo nutriente tutti tipi di pelle 300 ml",16.64 € / l,
cura persona,"roberts, acqua distillata alle rose tonico rinfrescante 100 ml",23.50 € / l,
cura persona,"nivea, cellular luminous 630 anti-macchie siero trattamento avanzato 30 ml",699.67 € / l,
cura persona,"geomar, thalasso scrub dermolevigante 600 g",20.84 € / kg,0.6 kg
cura persona,"blistex, protect plus stick spf 30",1350.00 € / kg,
cura persona,"dizao, charcoal bubble face mask 25 g",2.99 € / pz,0.025 kg
cura persona,"garnier, bio crema antirughe rigenerante alla lavanda con olio di argan e vitamina e 50 ml",192.40 € / l,
cura persona,"prep, crema deodorante piedi 75 ml",61.21 € / l,
cura persona,"maybelline new york, ciglia sensazionali mascara volumizzante",11.60 € / pz,
cura persona,"nivea, hyaluron cellular filler extra rassodante crema giorno anti-età spf 15 50 ml",263.00 € / l,
cura persona,"garnier, siero vitamina c anti-macchie illuminante e rimpolpante 30 ml",466.34 € / l,
cura persona,"l'oréal paris, revitalift crema viso giorno anti-rughe con ginseng rosso e proretinolo avanzato 50 ml",203.60 € / l,
cura persona,"purcellin oil, bio-oil 60 ml",197.01 € / l,
cura persona,"garnier, skin active maschera in tessuto estratto di anguria e acido ialuronico",3.39 € / pz,
cura persona,"compeed, cerotti per vesciche extreme 6 pezzi",2.00 € / pz,6.0 pz
cura persona,"nivea, q10 energy anti-rughe crema giorno energizzante viso spf 15 50 ml",173.00 € / l,
cura persona,"equilibra, aloe latte detergente 200 ml",24.95 € / l,
cura persona,"l'oréal paris, revitalift laser x3 concentrato occhi 15 ml",1042.01 € / l,
cura persona,"nivea, q10 power antirughe levigante crema giorno viso spf 15 50 ml",173.00 € / l,
cura persona,"garnier, maschera in tessuto ampolla anti-fatica illuminante",3.39 € / pz,
cura persona,"dizao, hyaluron and charcoal face black botomask 25 g",2.99 € / pz,0.025 kg
