products,prices_per_unitmeasurement,unit_price,category,subcategory
Carta da Forno Antiaderente 16 metri Conad,"1,89 € / conf","1,89€",Articoli per la casa,Pellicole e Contenitori per alimenti
Carta da Forno Antiaderente 8 metri Conad,"1,60 € / conf","1,60€",Articoli per la casa,Pellicole e Contenitori per alimenti
Carta da Forno Antiaderente Pretagliata 25 fogli Conad,"1,85 € / conf","1,85€",Articoli per la casa,Pellicole e Contenitori per alimenti
Pellicola Superaderente 25 metri Conad,"1,55 € / conf","1,55€",Articoli per la casa,Pellicole e Contenitori per alimenti
Pellicola Superaderente 300 m Conad,"9,29 € / conf","9,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Pellicola Superaderente 50 metri Conad,"2,55 € / conf","2,55€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Conserva Carta Frigo 16 metri - Speciale formaggi,"0,22 € / conf","3,50€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Conserva e Cuoce Alluminio 25 m,"0,16 € / conf","3,89€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Conserva e Cuoce Alluminio plus 8 m,"0,38 € / conf","3,05€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Conserva Pellicola superaderente 25 m,"0,07 € / conf","1,79€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Cuoce Carta Forno naturale 20 fogli 33 x 38 cm,"0,07 € / conf","1,45€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Professional Carta Forno H36cm x 50 metri,"0,16 € / conf","8,15€",Articoli per la casa,Pellicole e Contenitori per alimenti
Domopak Alluminio 16 metri,"0,21 € / conf","3,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Domopak Pellicola 2in1 20 metri,"0,11 € / conf","2,15€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Prepara Anelli Elastici (80 pz),"0,03 € / conf","2,45€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Prepara Spago da cucina,"1,65 € / conf","1,65€",Articoli per la casa,Pellicole e Contenitori per alimenti
F.lli Rebecchi Valtrebbia Candeline per la torta 12 pz,"0,22 € / conf","2,59€",Articoli per la casa,Pellicole e Contenitori per alimenti
F.lli Rebecchi Valtrebbia Party time Candeline auguri,"2,95 € / conf","2,95€",Articoli per la casa,Pellicole e Contenitori per alimenti
F.lli Rebecchi Valtrebbia Party time fontane per la festa 2 pz,"4,75 € / conf","4,75€",Articoli per la casa,Pellicole e Contenitori per alimenti
Mariarosa Candelina numero azzurra,"2,45 € / conf","2,45€",Articoli per la casa,Pellicole e Contenitori per alimenti
Mariarosa Candelina numero rosa,"2,45 € / conf","2,45€",Articoli per la casa,Pellicole e Contenitori per alimenti
Mariarosa Candeline per la tua festa di compleanno Rosa 12 pz,"0,22 € / conf","2,59€",Articoli per la casa,Pellicole e Contenitori per alimenti
Sacchetti Gelo Grandi 28x42cm 15 pezzi Conad,"0,85 € / conf","0,85€",Articoli per la casa,Pellicole e Contenitori per alimenti
Sacchetti Gelo Grandi 28x42cm 50 pezzi Conad,"1,95 € / conf","1,95€",Articoli per la casa,Pellicole e Contenitori per alimenti
Sacchetti Gelo Medi 23x32cm 20 pezzi Conad,"0,85 € / conf","0,85€",Articoli per la casa,Pellicole e Contenitori per alimenti
Sacchetti Gelo Medi 23x32cm 75 pezzi Conad,"1,95 € / conf","1,95€",Articoli per la casa,Pellicole e Contenitori per alimenti
Sacchetti Gelo Piccoli 18x28cm 100 pezzi Conad,"1,95 € / conf","1,95€",Articoli per la casa,Pellicole e Contenitori per alimenti
Sacchetti Gelo Piccoli 18x28cm 30 pezzi Conad,"0,85 € / conf","0,85€",Articoli per la casa,Pellicole e Contenitori per alimenti
Sacchetti Ghiaccio 180 Cubetti 10 pezzi Conad,"1,35 € / conf","1,35€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo 1 Porzione 12 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo 12 Porzioni 2 pezzi Conad,"1,59 € / conf","1,59€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo 2 Porzioni 5 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo 4 Porzioni 4 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo 6 Porzioni 2 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo 8 Porzioni 2 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo Gelo con Coperchio 1 Porzione 5 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo Gelo con Coperchio 2 Porzioni 4 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo Gelo con Coperchio 4 Porzioni 3 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo Per Pizza 3 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Vaschette in Alluminio Caldo Per Torta 3 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Congela Gelopiù sacchetti freezer 7 strati Formato Grande 29 x 42 cm 15 pz,"0,11 € / conf","1,69€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Congela Gelopiù sacchetti freezer 7 strati Formato Medio 23 x 32 cm 20 pz,"0,08 € / conf","1,69€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Congela Gelopiù sacchetti freezer 7 strati Formato Piccolo 18 x 28 cm 30 pz,"0,06 € / conf","1,69€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Conserva e Cuoce Vaschette Alluminio con Coperchi 8 cm 10 pz,"0,18 € / conf","1,79€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Conserva e Cuoce Vaschette alluminio con coperchi 8porzioni - 2 pz (R98),"0,90 € / conf","1,79€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Conserva Verdefresco Sacchetti frigo per verdure (29x42cm - 20 pezzi),"0,07 € / conf","1,35€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Cuoce Vaschette alluminio con manici 12porzioni - 2 pz (RS74),"1,05 € / conf","2,10€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Cuoce Vaschette alluminio per pollo arrosto - 2 pz (E1),"0,85 € / conf","1,70€",Articoli per la casa,Pellicole e Contenitori per alimenti
Cuki Cuoce Vaschette in Cartoncino 2/3 porzioni - 3 pz (RC 63),"0,77 € / conf","2,30€",Articoli per la casa,Pellicole e Contenitori per alimenti
Sacchetti per Rifiuti Umidi/Organici 50x60 cm 30 litri 10 pz Verso Natura Eco Conad,"2,75 € / conf","2,75€",Articoli per la casa,Articoli per la tavola usa e getta
Sacchetti per Rifiuti Umidi/Organici con Maniglie 42x44 cm 12 litri 15 pz Verso Natura Eco Conad,"2,75 € / conf","2,75€",Articoli per la casa,Articoli per la tavola usa e getta
Sacchi nettezza Condominiali con Laccio 10 Sacchi Conad,"2,19 € / conf","2,19€",Articoli per la casa,Articoli per la tavola usa e getta
Sacchi Nettezza Domestici con Laccio 20 Sacchi Conad,"1,30 € / conf","1,30€",Articoli per la casa,Articoli per la tavola usa e getta
Sacchi nettezza Domestici con Maniglie 15 sacchi Conad,"2,09 € / conf","2,09€",Articoli per la casa,Articoli per la tavola usa e getta
Sacchi nettezza Domestici con Maniglie 30 Sacchi Conad,"3,15 € / conf","3,15€",Articoli per la casa,Articoli per la tavola usa e getta
Sacchi nettezza Formato Maxi con Laccio 10 Sacchi Conad,"3,75 € / conf","3,75€",Articoli per la casa,Articoli per la tavola usa e getta
Domopak Spazzy Antiforo Profumati con Manici 28l 52x54cm Brezza Alpina 15 pz,"0,15 € / conf","2,25€",Articoli per la casa,Articoli per la tavola usa e getta
Asciugatutto 2 veli 3 rotoli Conad,"1,79 € / conf","1,79€",Articoli per la casa,Articoli per la tavola usa e getta
Asciugatutto 3 rotoli 3 veli 50 strappi Conad,"1,89 € / conf","1,89€",Articoli per la casa,Articoli per la tavola usa e getta
Asciugatutto Maxi Ecologico 2 Veli 2 Maxi Rotoli Verso Natura Eco Conad,"1,99 € / conf","1,99€",Articoli per la casa,Articoli per la tavola usa e getta
Maxi Asciugatutto 2 veli 2 Rotoli Conad,"1,99 € / conf","1,99€",Articoli per la casa,Articoli per la tavola usa e getta
Maxi Asciugatutto 2 Veli 350 Strappi 1 Rotolo Conad,"3,69 € / conf","3,69€",Articoli per la casa,Articoli per la tavola usa e getta
Maxi Asciugatutto Ultra Assorbente 3 Veli 100 Strappi 2 Rotoli Conad,"2,59 € / conf","2,59€",Articoli per la casa,Articoli per la tavola usa e getta
Multiuso 2 Veli 530 Strappi 1 Rotolo Conad,"5,99 € / conf","5,99€",Articoli per la casa,Articoli per la tavola usa e getta
Superfici Lucide 1 Rotolo Extra Large 100 Strappi Conad,"2,25 € / conf","2,25€",Articoli per la casa,Articoli per la tavola usa e getta
Nicky Limone Carta Cucina 6 pz,"1,58 € / conf","5,99€",Articoli per la casa,Articoli per la tavola usa e getta
Regina Asciugoni carta cucina 2 rotoli,1.7 € / conf,"2,39€",Articoli per la casa,Articoli per la tavola usa e getta
Cuki Prepara Carta Fritti (20 fogli da 32 x 33 cm),"0,07 € / conf","1,48€",Articoli per la casa,Articoli per la tavola usa e getta
Foxy Mega Asciugatutto 2 veli decorato 6 maxi rotoli,"1,00 € / conf","5,99€",Articoli per la casa,Articoli per la tavola usa e getta
Regina Blitz carta casa 1 rotolo,"2,99 € / conf","2,99€",Articoli per la casa,Articoli per la tavola usa e getta
Regina di Cuori carta cucina 3 rotoli,"1,26 € / conf","3,79€",Articoli per la casa,Articoli per la tavola usa e getta
Scottex Quanto Basta 2 pz,"1,95 € / conf","3,90€",Articoli per la casa,Articoli per la tavola usa e getta
Scottex Tuttofare 2 pz,"1,78 € / conf","3,55€",Articoli per la casa,Articoli per la tavola usa e getta
Tutto Cucina Bianco Puro 2 pz,"1,64 € / conf","3,29€",Articoli per la casa,Articoli per la tavola usa e getta
Tutto Pannocarta 3in1 2 pz,"1,64 € / conf","3,29€",Articoli per la casa,Articoli per la tavola usa e getta
100 stuzzicadenti in barattolo incartati singolarmente Conad,"1,29 € / conf","1,29€",Articoli per la casa,Articoli per la tavola usa e getta
50 spiedi cm.  25 in sacchetto Conad,"0,89 € / conf","0,89€",Articoli per la casa,Articoli per la tavola usa e getta
Bicchieri a Ridotto Impatto Ambientale 25 pz Verso Natura Eco Conad,"1,59 € / conf","1,59€",Articoli per la casa,Articoli per la tavola usa e getta
Bicchieri Biodegradabili e Compostabili* 50 pz Verso Natura Conad,"2,25 € / conf","2,25€",Articoli per la casa,Articoli per la tavola usa e getta
Bicchieri da Caffè Biodegradabili e Compostabili* 60 pz Verso Natura Conad,"1,99 € / conf","1,99€",Articoli per la casa,Articoli per la tavola usa e getta
Cannucce a Ridotto Impatto Ambientale con Snodo 40 pz Verso Natura Veg Conad,"2,29 € / conf","2,29€",Articoli per la casa,Articoli per la tavola usa e getta
CONAD VERSO NATURA Eco Bicchieri da Caffè Biodegradabili e Compostabili* 50 pz,"1,29 € / Kg","1,29€",Articoli per la casa,Articoli per la tavola usa e getta
CONAD VERSO NATURA Eco Piatti Fondi Biodegradabili e Compostabili* 35 pz,"4,49 € / conf","4,49€",Articoli per la casa,Articoli per la tavola usa e getta
CONAD VERSO NATURA Eco Piatti Piani Biodegradabili e Compostabili* 35 pz,"4,49 € / conf","4,49€",Articoli per la casa,Articoli per la tavola usa e getta
CONAD VERSO NATURA Eco Posate Biodegradabili e Compostabili* Coltelli 15 pz,"2,05 € / conf","2,05€",Articoli per la casa,Articoli per la tavola usa e getta
CONAD VERSO NATURA Eco Posate Biodegradabili e Compostabili* Cucchiai 15 pz,"2,05 € / conf","2,05€",Articoli per la casa,Articoli per la tavola usa e getta
CONAD VERSO NATURA Eco Posate Biodegradabili e Compostabili* Cucchiaini 30 pz,"2,05 € / conf","2,05€",Articoli per la casa,Articoli per la tavola usa e getta
CONAD VERSO NATURA Eco Posate Biodegradabili e Compostabili* Forchette 15 pz,"2,05 € / conf","2,05€",Articoli per la casa,Articoli per la tavola usa e getta
Piatti Dessert A ridotto Impatto Ambientale 20 Pezzi Verso Natura Eco Conad,"2,39 € / conf","2,39€",Articoli per la casa,Articoli per la tavola usa e getta
Piatti Fondi a Ridotto Impatto Ambientale 15 Pezzi Verso Natura Conad,"3,45 € / conf","3,45€",Articoli per la casa,Articoli per la tavola usa e getta
Piatti Piani a Ridotto Impatto Ambientale 15 pezzi Verso Natura Conad,"3,45 € / conf","3,45€",Articoli per la casa,Articoli per la tavola usa e getta
Stuzzicadenti circa 200 pezzi Conad,"0,59 € / conf","0,59€",Articoli per la casa,Articoli per la tavola usa e getta
Stuzzicadenti circa 500 pezzi Conad,"1,29 € / conf","1,29€",Articoli per la casa,Articoli per la tavola usa e getta
Bio Table Palette Caffè in Legno 90 mm 100 pz,"0,02 € / conf","1,90€",Articoli per la casa,Articoli per la tavola usa e getta
Bio Table Piatti Pizza Compostabili 10 pz,"0,44 € / conf","4,45€",Articoli per la casa,Articoli per la tavola usa e getta
"Mix up Tovaglia rotolo 5 x 1,18 m Bianco 1 pz","4,65 € / conf","4,65€",Articoli per la casa,Articoli per la tavola usa e getta
PerLa Festa ComposTable Cannucce Compostabili 50 pz,"0,04 € / conf","2,10€",Articoli per la casa,Articoli per la tavola usa e getta
PerLa Festa ComposTable Cucchiai Compostabili 10 pz,"0,20 € / conf","1,95€",Articoli per la casa,Articoli per la tavola usa e getta
PerLa Festa ComposTable Cucchiaini Compostabili 10 pz,"0,18 € / conf","1,75€",Articoli per la casa,Articoli per la tavola usa e getta
Samurài BioNature Cannucce 21cm - Ø 6mm 40 pz,"0,05 € / conf","2,05€",Articoli per la casa,Articoli per la tavola usa e getta
Samurài Forza 280 pezzi,"0,01 € / conf","1,85€",Articoli per la casa,Articoli per la tavola usa e getta
Samurài l'Originale stuzzicadenti 200 pz,"33,87 € / Kg","1,05€",Articoli per la casa,Articoli per la tavola usa e getta
Tovaglioli 2 Veli 40 pz Conad,"0,99 € / conf","0,99€",Articoli per la casa,Articoli per la tavola usa e getta
Tovaglioli 2 Veli 50 pz Conad,"1,19 € / conf","1,19€",Articoli per la casa,Articoli per la tavola usa e getta
Tovaglioli Decorati 2 Veli 40 pz Conad,"0,99 € / conf","0,99€",Articoli per la casa,Articoli per la tavola usa e getta
Tovaglioli Ecologici 2 Veli 50 Tovaglioli Verso Natura Eco  Conad,"0,95 € / conf","0,95€",Articoli per la casa,Articoli per la tavola usa e getta
Tovaglioli gialli 2 veli 50 pz Conad,"1,65 € / conf","1,65€",Articoli per la casa,Articoli per la tavola usa e getta
Tovaglioli Monovelo 160 pz Conad,"1,55 € / conf","1,55€",Articoli per la casa,Articoli per la tavola usa e getta
Tovaglioli Monovelo 270 pz Conad,"2,29 € / conf","2,29€",Articoli per la casa,Articoli per la tavola usa e getta
Tovaglioli rossi 2 veli 50 pz Conad,"1,65 € / conf","1,65€",Articoli per la casa,Articoli per la tavola usa e getta
Foxy GranTavola Scozzesi Tovaglioli Doppiovelo 42 pz,"0,03 € / conf","1,09€",Articoli per la casa,Articoli per la tavola usa e getta
Foxy Trapuntati 45 Tovaglioli 40x40 decorati Doppiovelo di Qualità Superiore - Decori assortiti,"0,04 € / conf","1,99€",Articoli per la casa,Articoli per la tavola usa e getta
Regina Cinquestelle tovaglioli 2 veli 38x38 43 pezzi,"0,05 € / conf","1,95€",Articoli per la casa,Articoli per la tavola usa e getta
Scottex Tovaglioli Monovelo Bianchi Pacco Compatto,"0,02 € / conf","2,99€",Articoli per la casa,Articoli per la tavola usa e getta
Scottex Tovaglioli Monovelo Bianchi Pacco Famiglia,"0,01 € / conf","2,99€",Articoli per la casa,Articoli per la tavola usa e getta
SACC.PATT.C/LACC.70x110 10pz TRASP.,"2,55 € / conf","2,55€",Articoli per la casa,Articoli per la tavola usa e getta
SACCH.R.DIFF.CSC GIALLO 70x110 10pz,"2,55 € / conf","2,55€",Articoli per la casa,Articoli per la tavola usa e getta
SACCH.R.DIFF.CSC GRIGIO 70x110 10pz,"2,55 € / conf","2,55€",Articoli per la casa,Articoli per la tavola usa e getta
SACCH.R.DIFF.CSC VIOLA 70x110 10pz,"2,55 € / conf","2,55€",Articoli per la casa,Articoli per la tavola usa e getta
SACCHI PATT.BAGNO CSC 35x50 20pz,"1,55 € / conf","1,55€",Articoli per la casa,Articoli per la tavola usa e getta
Sai Acqua demineralizzata 2 L,"0,30 € / L","0,59€",Articoli per la casa,Altri prodotti per la casa
Sai Acqua demineralizzata 5 L,"0,25 € / L","1,25€",Articoli per la casa,Altri prodotti per la casa
Sai Alcool Etilico Denaturato 90° 1 L,"2,49 € / L","2,49€",Articoli per la casa,Altri prodotti per la casa
"Sai Vero Alcol 90° Alta Qualità 0,75 L","3,19 € / L","2,39€",Articoli per la casa,Altri prodotti per la casa
"Sai Vero Alcol 90° Più Profumato 0,5 L","3,10 € / L","1,55€",Articoli per la casa,Altri prodotti per la casa
SodaSolvay Detergente Ecologico Multiuso 1000 g,"2,35 € / Kg","2,35€",Articoli per la casa,Altri prodotti per la casa
Insetticida Elettrico con Ricarica Liquida Conad,"142,57 € / L","4,99€",Articoli per la casa,Insetticidi
Insetticida Elettrico per Piastrine   10 Piastrine Conad,"2,99 € / conf","2,99€",Articoli per la casa,Insetticidi
Insetticida Mosche e Zanzare Spray 400 ml Conad,"4,47 € / L","1,79€",Articoli per la casa,Insetticidi
Insetticida Mosche e Zanzare Spray con Estratto Naturale di Piretro 300 ml Conad,"11,63 € / L","3,49€",Articoli per la casa,Insetticidi
Insetticida Piastrine 30 Piastrine Conad,"1,29 € / conf","1,29€",Articoli per la casa,Insetticidi
Insetticida Piastrine con Estratto Naturale di Piretro 30 Piastrine Conad,"2,98 € / conf","2,98€",Articoli per la casa,Insetticidi
Spirali Antizanzare 10 Pezzi Conad,"0,99 € / conf","0,99€",Articoli per la casa,Insetticidi
Spirali Antizanzare Profumate alla Citronella 10 Pezzi Conad,"1,15 € / conf","1,15€",Articoli per la casa,Insetticidi
Baygon Polvere Scarafaggi e Formiche 250 g,"19,96 € / Kg","4,99€",Articoli per la casa,Insetticidi
Baygon Spray Scarafaggi e Formiche eXtra precision 400 ml,"19,98 € / L","7,99€",Articoli per la casa,Insetticidi
"Raid Esca Formiche, Confezione da 1 Esca Insetticida","3,49 € / conf","3,49€",Articoli per la casa,Insetticidi
Raid Esca Scarafaggi,"0,83 € / conf","4,99€",Articoli per la casa,Insetticidi
"Raid Essentials Mosche e Zanzare, 400 ml","12,98 € / L","5,19€",Articoli per la casa,Insetticidi
"Raid Liquido Elettrico Base e Ricarica, 30 Notti, Inodore","280,48 € / L","5,89€",Articoli per la casa,Insetticidi
"Raid Night & Day Trio, Repellente antizanzare Base e Ricarica con Sabbia Compressa","5,99 € / conf","5,99€",Articoli per la casa,Insetticidi
"Raid Night & Day Trio, Repellente antizanzare con Sabbia Compressa 2 Ricariche","5,95 € / conf","11,90€",Articoli per la casa,Insetticidi
Raid Night & Day Zanzare Tigre e Comuni 1 Ricarica,"5,99 € / conf","5,99€",Articoli per la casa,Insetticidi
Raid Spray Multinsetto 400 ml,"14,98 € / L","5,99€",Articoli per la casa,Insetticidi
VAPE Elettroemanatore Liquido Classic   Ricarica 36 ml,"180,28 € / L","6,49€",Articoli per la casa,Insetticidi
VAPE Elettroemanatore Piastrine Classic   10 Ricariche,"0,58 € / conf","5,79€",Articoli per la casa,Insetticidi
VAPE Liquido Geranio Ricarica 36 ml,"152,50 € / L","5,49€",Articoli per la casa,Insetticidi
VAPE Multinsetto Spray 400 ml,"16,23 € / L","6,49€",Articoli per la casa,Insetticidi
VAPE Piastrine Inodore 30 pz,"0,14 € / conf","4,19€",Articoli per la casa,Insetticidi
ANTITARME JOLLY PLUS RELEVI BS 100g,"16,80 € / Kg","1,68€",Articoli per la casa,Insetticidi
EXPO ANTITARME FOR.8FOGLI AS.NUNCAS,"4,19 € / conf","4,19€",Articoli per la casa,Insetticidi
NEKATARM CANFORA PERLE BUSTA 50gr,"64,00 € / Kg","3,20€",Articoli per la casa,Insetticidi
TARMIDEO PLUS RELEVI 2 PEZZI,"1,35 € / conf","1,35€",Articoli per la casa,Insetticidi
TERMIBLOK PLUS ANTITARME/ACARI 20pz,"2,59 € / conf","2,59€",Articoli per la casa,Insetticidi
Advantage Pannoloni a Mutandina con Adesivi Taglia L Girovita 115 - 150 cm 15 pz Conad,"9,90 € / conf","9,90€",Cura persona,Assorbenti
Advantage Pannoloni a Mutandina con Adesivi Taglia M Girovita 80 - 115 cm 15 pz Conad,"8,45 € / conf","8,45€",Cura persona,Assorbenti
Advantage Pannoloni Rettangolari 30 pezzi Conad,"6,90 € / conf","6,90€",Cura persona,Assorbenti
Advantage Pants Anatomici e Avvolgenti Taglia L Girovita 100 - 135 cm 8 pz Conad,"5,95 € / conf","5,95€",Cura persona,Assorbenti
Advantage Pants Anatomici e Avvolgenti Taglia M Girovita 80 - 110 cm 9 pz Conad,"5,95 € / conf","5,95€",Cura persona,Assorbenti
Advantage Traverse Letto Rimboccabili Misura 80 x 180 cm 15 pz Conad,"6,90 € / conf","6,90€",Cura persona,Assorbenti
Assorbenti Lady Extra 10 pz Conad,"1,98 € / conf","1,98€",Cura persona,Assorbenti
Assorbenti Lady Maxi 16 pz Conad,"3,80 € / conf","3,80€",Cura persona,Assorbenti
Assorbenti Lady Mini 20 pz Conad,"1,98 € / conf","1,98€",Cura persona,Assorbenti
Assorbenti Lady Normali 12 pz Conad,"1,98 € / conf","1,98€",Cura persona,Assorbenti
Proteggislip Lady Ultra Mini 28 pz Conad,"1,75 € / conf","1,75€",Cura persona,Assorbenti
Lines Specialist Extra 10 pezzi,"0,35 € / conf","3,49€",Cura persona,Assorbenti
Lines Specialist Maxi 12 pezzi,"0,57 € / conf","6,85€",Cura persona,Assorbenti
Lines Specialist Mini 18 pezzi,"0,20 € / conf","3,69€",Cura persona,Assorbenti
Lines Specialist Normal 12 pezzi,"0,29 € / conf","3,49€",Cura persona,Assorbenti
Lines Specialist Ultramini 24 pezzi,"0,15 € / conf","3,69€",Cura persona,Assorbenti
Lines Specialist Unisex Pannoloni a Mutandina Tg. L Super/Maxi 12 2 pz,"0,66 € / conf","9,19€",Cura persona,Assorbenti
Lines Specialist Unisex Plus Pants Ipoallergenici Tg. M 7 pz,"1,04 € / conf","7,29€",Cura persona,Assorbenti
Lines Specialist Unisex Rettangolari Plus 22 2 pz,"0,27 € / conf","6,55€",Cura persona,Assorbenti
Tena discreet Extra 10 pz,"0,36 € / conf","3,59€",Cura persona,Assorbenti
Tena discreet Maxi 12 pz,"0,49 € / conf","5,90€",Cura persona,Assorbenti
Tena discreet Normal 12 pz,"0,27 € / conf","3,19€",Cura persona,Assorbenti
Tena discreet Ultra Mini 28 pz,"0,09 € / conf","2,59€",Cura persona,Assorbenti
Tena discreet Ultra Mini Assorbenti Sottili 20 pz,"0,16 € / conf","3,19€",Cura persona,Assorbenti
Tena lady Super 15 pz,"0,39 € / conf","5,80€",Cura persona,Assorbenti
Tena lights Sensitive Proteggi-Slip Long 20 pz,"0,09 € / conf","1,89€",Cura persona,Assorbenti
Tena Men Absorbent Protector Level 2 10 pz,"0,45 € / conf","4,55€",Cura persona,Assorbenti
Tena Pants Culottes Plus Night L 12 pz,"1,09 € / conf","13,10€",Cura persona,Assorbenti
Tena Pants Culottes Plus Night M 12 pz,"1,09 € / conf","13,10€",Cura persona,Assorbenti
Tena Pants Discreet L 7 pz,"1,13 € / conf","7,89€",Cura persona,Assorbenti
Tena Pants Discreet M 8 pz,"0,99 € / conf","7,89€",Cura persona,Assorbenti
Tena Pants Plus L 8 pz,"1,36 € / conf","10,90€",Cura persona,Assorbenti
Tena Pants Plus M 9 pz,"1,21 € / conf","10,90€",Cura persona,Assorbenti
Assorbenti Comfort Anatomico Distesi 16 pz Conad,"1,04 € / conf","1,04€",Cura persona,Assorbenti
Assorbenti Comfort Extralungo Anatomico Notte Distesi 14 pz Conad,"1,33 € / conf","1,33€",Cura persona,Assorbenti
Assorbenti Soft Anatomico 16pz Conad,"1,19 € / conf","1,19€",Cura persona,Assorbenti
Assorbenti Soft Morbido Come il Cotone Notte con Ali 10 pz Conad,"1,19 € / conf","1,19€",Cura persona,Assorbenti
Assorbenti Soft Morbido Come il Cotone Ultra con Ali 14 pz Conad,"1,19 € / conf","1,19€",Cura persona,Assorbenti
Assorbenti Ultra Anatomico 16 pz Conad,"1,19 € / conf","1,19€",Cura persona,Assorbenti
Assorbenti Ultra con Ali 16 pz Conad,"1,19 € / conf","1,19€",Cura persona,Assorbenti
Assorbenti Ultra con Ali 28 pz Conad,"2,00 € / conf","2,00€",Cura persona,Assorbenti
Assorbenti Ultra Lungo con Ali 12 pz Conad,"1,19 € / conf","1,19€",Cura persona,Assorbenti
Assorbenti Ultra Lungo con Ali 24 pz Conad,"2,00 € / conf","2,00€",Cura persona,Assorbenti
Assorbenti Ultra Notte con Ali 10 pz Conad,"1,19 € / conf","1,19€",Cura persona,Assorbenti
Nuvenia comfort & protezione Sottile Goodnight  con Ali 10 pz,0.2 € / conf,"0,99€",Cura persona,Assorbenti
Nuvenia goodnight Ultra X-Large  con Ali 9 pz,0.2 € / conf,"0,99€",Cura persona,Assorbenti
Nuvenia Pure Sensitive Ultra  con Ali 12 pz,0.2 € / conf,"0,99€",Cura persona,Assorbenti
Nuvenia V-Protection Ultra  con Ali 14 pz,0.1 € / conf,"0,99€",Cura persona,Assorbenti
Nuvenia V-Protection Ultra Lungo  con Ali 12 pz,0.1 € / conf,"0,99€",Cura persona,Assorbenti
Lines Cotone Assorbenti Notte con Ali 8 2 pz,"0,30 € / conf","2,99€",Cura persona,Assorbenti
Lines Cotone Assorbenti Ultra con Ali 10 2 pz,"0,25 € / conf","2,99€",Cura persona,Assorbenti
Lines è lungo con ali 9 2 pz,"0,34 € / conf","3,79€",Cura persona,Assorbenti
Lines Idea Liberty Giorno anatomico disteso x13,"0,07 € / conf","0,95€",Cura persona,Assorbenti
Lines Idea Notte anatomico disteso x14,"0,19 € / conf","2,65€",Cura persona,Assorbenti
Lines Idea notte con ali ripiegato 14 pz,"0,19 € / conf","2,65€",Cura persona,Assorbenti
Lines Idea ultra Giorno con ali x9,"0,11 € / conf","0,95€",Cura persona,Assorbenti
Lines Petalo con ali x12,"0,13 € / conf","1,59€",Cura persona,Assorbenti
Lines Petalo lungo con ali 10 pz,"0,16 € / conf","1,59€",Cura persona,Assorbenti
Lines Petalo notte con ali x9,"0,18 € / conf","1,59€",Cura persona,Assorbenti
Lines Seta Sottile con ali ripiegato 20 pz,"0,14 € / conf","2,85€",Cura persona,Assorbenti
Lines Seta ultra anatomico 16 pz,"0,18 € / conf","2,85€",Cura persona,Assorbenti
Lines Seta ultra con ali 14 2 pz,"0,18 € / conf","2,85€",Cura persona,Assorbenti
Lines Seta ultra con ali 28 pz,"0,19 € / conf","5,19€",Cura persona,Assorbenti
Lines Seta ultra lungo con ali 11 1 pz,"0,24 € / conf","2,85€",Cura persona,Assorbenti
Lines Seta ultra lungo con ali 22 pz,"0,24 € / conf","5,19€",Cura persona,Assorbenti
