,Esselunga,Carrefour,Conad,Esselunga price,Carrefour price,Conad price,Esselunga category,Carrefour category,Conad category,Quantity
15322,,,Spinaci con Mozzarella Surgelati 450 g Conad,,,5.98 € / Kg,,,Surgelati e gelati,0.45 kg
15323,"bonduelle, coccole tortini di broccoli e carote surgelati 8 pezzi 300 g",bonduelle coccole 8 tortini di zucca e carote surgelato 300 g,Bonduelle Coccole 8 Tortini di Zucca e Carote Surgelato 300 g,11.11 € / kg,11.97 € / kg,10.17 € / Kg,surgelati e gelati,gelati e surgelati,Surgelati e gelati,0.3 kg
15324,,,4 Salti in Padella Findus Contorno Mediterraneo 450 g,,,10.20 € / Kg,,,Surgelati e gelati,0.45 kg
15325,,,La Valle Degli Orti Contorno Ortolano 400 g,,,8.22 € / Kg,,,Surgelati e gelati,0.4 kg
15326,,,McCain Kid Smile 650 g,,,4.91 € / Kg,,,Surgelati e gelati,0.65 kg
15327,"orogel, crea tu mix di melanzane olive e pomodorini semidry surgelati 320 g",,"Orogel Crea Tu Mix di melanzane, olive e pomodorini semidry Surgelati 320 g",11.54 € / kg,,11.84 € / Kg,surgelati e gelati,,Surgelati e gelati,0.32 kg
15328,,orogel la cucina italiana tris grigliato gusto ricco surgelati 400 g,Orogel La Cucina Italiana Friarielli Gusto Ricco Surgelati 400 g,,10.73 € / kg,8.22 € / Kg,,gelati e surgelati,Surgelati e gelati,0.4 kg
15329,,,Cannelloni al ragù di carne 500 g Conad,,,6.78 € / Kg,,,Surgelati e gelati,0.5 kg
15330,"findus, 4 salti in padella gnocchetti alla sorrentina surgelati 550 g",,Gnocchetti alla sorrentina surgelati 550 g Conad,7.26 € / kg,,5.62 € / Kg,surgelati e gelati,,Surgelati e gelati,0.55 kg
15331,,,Lasagne al ragù di carne 500 g Conad,,,6.78 € / Kg,,,Surgelati e gelati,0.5 kg
15332,,,Linguine allo Scoglio Surgelate 600 g Conad,,,8.32 € / Kg,,,Surgelati e gelati,0.6 kg
15333,,,Paella di mare surgelata 600 g Conad,,,6.65 € / Kg,,,Surgelati e gelati,0.6 kg
15334,,,Passato di Verdure Surgelato 600 g Conad,,,3.82 € / Kg,,,Surgelati e gelati,0.6 kg
15335,,,Ravioli Ricotta e Spinaci al Pomodoro Surgelati 600 g Conad,,,6.65 € / Kg,,,Surgelati e gelati,0.6 kg
15336,,,Tagliatelle ai Funghi Porcini e Champignon Surgelate 550 g Conad,,,7.62 € / Kg,,,Surgelati e gelati,0.55 kg
15337,,,"Zuppa con Legumi, Orzo e Farro Surgelata 600 g Conad",,,4.32 € / Kg,,,Surgelati e gelati,0.6 kg
15338,"findus, 4 salti in padella gnocchetti alla sorrentina surgelati 550 g",,4 Salti in Padella Findus Gnocchetti alla Sorrentina 550 g,7.26 € / kg,,7.25 € / Kg,surgelati e gelati,,Surgelati e gelati,0.55 kg
15339,,,Findus Cremosa Piselli e Zucchine 600 g,,,6.48 € / Kg,,,Surgelati e gelati,0.6 kg
15340,,,Findus Cremosa Zucca e Carote 600 g,,,6.48 € / Kg,,,Surgelati e gelati,0.6 kg
15341,,,Orogel Il Benessere Virtù di Zuppa Ogni Giorno con Verdure e Legumi Surgelati 500 g,,,5.98 € / Kg,,,Surgelati e gelati,0.5 kg
15342,,,Filetto di Branzino con verdure grigliate Surgelato 250 g Conad,,,21.80 € / Kg,,,Surgelati e gelati,0.25 kg
15343,,,Filetto di Merluzzo d'Alaska Gratinato con pomodoro e basilico Surgelato 400 g Conad,,,8.22 € / Kg,,,Surgelati e gelati,0.4 kg
15344,,,Filetto di Orata alla ligure surgelato 250 g Conad,,,21.80 € / Kg,,,Surgelati e gelati,0.25 kg
15345,,,Zuppa di Pesce e Frutti di Mare Surgelata 550 g Conad,,,10.89 € / Kg,,,Surgelati e gelati,0.55 kg
15346,,,Frosta Bistecca di Merluzzo Grigliata Olio Extra Vergine di Oliva e Rucola 250 g,,,19.96 € / Kg,,,Surgelati e gelati,0.25 kg
15347,,,Frosta Filetti di Merluzzo Grigliati Olio Extra Vergine di Oliva e Erbe Aromatiche 230 g,,,23.00 € / Kg,,,Surgelati e gelati,0.23 kg
15348,,,PENNE ALL'ARRABBIATA ARTICA 300g,,,8.30 € / Kg,,,Surgelati e gelati,0.3 kg
15349,"artica, pennette al salmone affumicato surgelate 300 g",,PENNETTE AL SALMONE ARTICA 300g,11.97 € / kg,,9.97 € / Kg,surgelati e gelati,,Surgelati e gelati,0.3 kg
15350,,,SPAGHETTI CACIO E PEPE ARTICA 300g,,,11.83 € / Kg,,,Surgelati e gelati,0.3 kg
15351,,,SPAGHETTI CARBONARA ARTICA 300g,,,9.97 € / Kg,,,Surgelati e gelati,0.3 kg
