,Esselunga,Carrefour,Conad,Esselunga price,Carrefour price,Conad price,Esselunga category,Carrefour category,Conad category,Quantity
5892,,fochista cubetti accendifuoco x40,,,2.59 € / pz,,,cura della casa,,1.0 pz
5893,,"smac express sgrassatore universale, multisuperficie, tecnologia zero aloni, 650 ml","Smac Express Sgrassatore Cucina, Tecnologia Zero Aloni, Profumo di Limone, 650 ml",,4.31 € / l,3.06 € / L,,cura della casa,Articoli per la casa,0.65 l
5894,,bibo 50 bicchieri in cartoncino bio per bevande calde 5 oz - 160/170 ml,,,5.19 € / pz,,,cura della casa,,1.0 pz
5895,,samurài bionature cannucce 15cm - ø 8mm 100 pz,,,0.04 € / pz,,,cura della casa,,100.0 pz
5896,,ecocanny cucchiai 16 cm 15 pz,,,0.99 € / pz,,,cura della casa,,1.0 pz
5897,,cuki cuoce carta forno antiaderente goffrata 8 m,,,3.69 € / pz,,,cura della casa,,1.0 pz
5898,,bio table piatti piani compostabili 500 g,,,6.19 € / pz,,,cura della casa,,1.0 pz
5899,,bio table i colori della natura piatti frutta & dessert compostabili giallo 20 pz,,,2.89 € / pz,,,cura della casa,,1.0 pz
5900,,bio table i colori della natura bicchieri 20 cl compostable rosa 50 pz,,,2.69 € / pz,,,cura della casa,,1.0 pz
5901,,cuki prepara carta fritti (20 fogli da 32 x 33 cm),,,2.29 € / pz,,,cura della casa,,1.0 pz
5902,,cuki conserva e cuoce vaschette in cartoncino con coperchi 4 porzioni - 2 pz (rc 2),,,3.09 € / pz,,,cura della casa,,1.0 pz
5903,,carrefour panni spugna 10 pezzi,,,3.49 € / pz,,,cura della casa,,1.0 pz
5904,,carrefour mop extra strong per piastrelle,,,3.80 € / pz,,,cura della casa,,1.0 pz
5905,,cuki cuoce vaschette alluminio ø 8 cm 10 pz (ts21),,,2.05 € / pz,,,cura della casa,,1.0 pz
5906,,"no-brand 68445 bottiglietta spray per stirare verde, grigio, rosso, turchese 500 ml",,,2.99 € / pz,,,cura della casa,,1.0 pz
5907,,vanish polvere rosa smacchiatore bucato 1000 gr,,,10.40 € / kg,,,cura della casa,,1.0 kg
5908,,pellicola 300 metri,,,7.99 € / pz,,,cura della casa,,1.0 pz
5909,,arbre magique vaniglia 5 g,,,1.99 € / pz,,,cura della casa,,1.0 pz
5910,,spontex guanti casalinghi effetto seta taglia l,,,1.99 € / pz,,,cura della casa,,1.0 pz
5911,,"carrefour detersivo black* 1,5l",,,1.99 € / l,,,cura della casa,,1.5 l
5912,,"raid outdoor spirali spirale antizanzare 10 x 11,5 g",,,0.24 € / pz,,,cura della casa,,10.0 pz
5913,,"baygon spray extra precision, insetticida contro scarafaggi e formiche, 1 confezione da 400 ml",Baygon Spray Scarafaggi e Formiche eXtra precision 400 ml,,24.23 € / l,19.98 € / L,,cura della casa,Articoli per la casa,0.4 l
5914,,spontex universale antibac salvaunghie 2+1,,,0.78 € / pz,,,cura della casa,,3.0 pz
5915,,nuncas wool 2 cura lana 750 ml,,,9.72 € / l,,,cura della casa,,0.75 l
5916,,nuncas lava tende 1 750 ml,,,10.39 € / l,,,cura della casa,,0.75 l
5917,,"autan family care vapo insetto repellente e antizanzare, 100ml","Autan Family Care Vapo Insetto Repellente e Antizanzare, 100ml",,69.90 € / l,64.90 € / L,,cura della casa,Cura persona,0.1 l
5918,,green emotion gel lavastoviglie con profumo di limone 650 ml,,,9.22 € / l,,,cura della casa,,0.65 l
5919,,smac express pavimenti igienizzante 1000 ml,Smac express Pavimenti Freschezza di Agrumi 1000 ml,,2.29 € / l,1.69 € / L,,cura della casa,Articoli per la casa,1.0 l
5920,,"raid liquido elettrico ricarica, 60 notti, classica, 36 ml",,,174.72 € / l,,,cura della casa,,0.036 l
5921,,nuncas vegetale ammorbidente ipoallergenico freschezza naturale 750 ml,,,7.99 € / l,,,cura della casa,,0.75 l
5922,,coccolino ammorbidente concentrato fiori di tiarè & frutti rossi 2 l,,,2.80 € / l,,,cura della casa,,2.0 l
5923,,bio presto power caps classico 20lav,,,26.21 € / kg,,,cura della casa,,0.24 kg
5924,,smac tot giallo lavaincera 1000 ml,,,4.30 € / l,,,cura della casa,,1.0 l
5925,,"smac express scioglicalcare spray profumato con barriera previeni calcare, essenza di agrumi, 650 ml",,,4.31 € / l,,,cura della casa,,0.65 l
5926,,ma-fra royal cruscotti lucido 600ml,,,6.69 € / pz,,,cura della casa,,1.0 pz
5927,"grey, l'acchiappacolore eco 40 fogli",grey l'acchiappacolore eco 40 fogli,GREY l'Acchiappacolore 40 fogli,0.22 € / pz,0.16 € / pz,0.21 € / conf,cura casa,cura della casa,Articoli per la casa,40.0 pz
5928,,bio table i colori della natura bicchieri 20 cl compostable giallo 50 pz,,,2.69 € / pz,,,cura della casa,,1.0 pz
5929,,cuki conserva e cuoce vaschette alluminio con coperchi 8porzioni - 2 pz (r98),,,2.49 € / pz,,,cura della casa,,1.0 pz
5930,,cuki cuoce vaschette alluminio 4 porzioni - 4 pz (r78),,,2.05 € / pz,,,cura della casa,,1.0 pz
5931,,air wick freshmatic collection 3 - brezza del mediterraneo spray automatico ambienti ricarica 250 ml,,,15.16 € / l,,,cura della casa,,0.25 l
5932,,smac express pavimenti freschezza intensa 1000 ml,Smac express Pavimenti Freschezza Intensa 1000 ml,,2.29 € / l,1.69 € / L,,cura della casa,Articoli per la casa,1.0 l
5933,,arcasa linea activa microfly panno microfibra soft-touch,,,3.09 € / pz,,,cura della casa,,1.0 pz
5934,,ariasana smuffer 500ml 250ml + 250ml gratis,,,7.99 € / pz,,,cura della casa,,1.0 pz
5935,,vernel supreme romance 1.1l,,,2.72 € / l,,,cura della casa,,1.1 l
5936,,"dash power pods detersivo lavatrice capsule, azione extra-igienizzante, 39 lavaggi 1060,8 g",,,16.96 € / kg,,,cura della casa,,1.061 kg
5937,,carrefour expert panno in microfibra 5 pz. 30x30,,,3.09 € / pz,,,cura della casa,,1.0 pz
5938,,vileda supermocio microfibre & clean 1pz,,,0.26 € / pz,,,cura della casa,,12.0 pz
5939,,"smac - panni dry, panni catturapolvere 10+ per pavimenti, 36+4 panni",,,0.17 € / pz,,,cura della casa,,40.0 pz
5940,,vileda revolution 2in1 microfibre set completo,,,31.90 € / pz,,,cura della casa,,1.0 pz
5941,,arix microfibre panno multiuso con antibatterico* 6+2 8 pz,,,8.59 € / pz,,,cura della casa,,1.0 pz
5942,,bibo 25 piatti in polpa di cellulosa da 22cm biodegradabili e compostabili,,,5.79 € / pz,,,cura della casa,,1.0 pz
5943,"grey, l'acchiappacolore ravviva bianchi 16 fogli",grey l'acchiappacolore ravviva nero 16 fogli,GREY l'Acchiappacolore Ravviva Colore 16 fogli,0.29 € / pz,0.28 € / pz,0.21 € / conf,cura casa,cura della casa,Articoli per la casa,16.0 pz
5944,,vape piastrine menta 30 pz,,,4.99 € / pz,,,cura della casa,,1.0 pz
5945,,carrefour essential ricarica per deodorante per ambienti elettrico profumo di pulito 20 ml,,,87.50 € / l,,,cura della casa,,0.02 l
5946,,"dash power pods detersivo lavatrice capsule, azione extra-igienizzante colorati, 39 lavaggi 1060,8 g",,,16.96 € / kg,,,cura della casa,,1.061 kg
5947,,moto quip mq8307 deodorante solido per ambiente,,,1.49 € / pz,,,cura della casa,,1.0 pz
5948,,cuki presenta piatti piani in alluminio 15 pz,,,2.69 € / pz,,,cura della casa,,1.0 pz
5949,,house's pellicola avvolgente 12 metri,,,1.09 € / pz,,,cura della casa,,1.0 pz
5950,,ecocanny forchette 16 cm 15 pz,,,0.99 € / pz,,,cura della casa,,1.0 pz
5951,,bio table piatti fondi compostabili 500 g,,,6.39 € / pz,,,cura della casa,,1.0 pz
5952,,bio table i colori della natura piatti piani compostabili rosa 20 pz,,,3.90 € / pz,,,cura della casa,,1.0 pz
5953,,bio table i colori della natura bicchieri 20 cl compostable verde 50 pz,,,2.69 € / pz,,,cura della casa,,1.0 pz
5954,,scotch-brite classic scub sponge 2 pz + extreme scrub sponge 1 pz,Scotch-Brite Classic Scrub Sponge 2 pz,,0.95 € / pz,1.45 € / conf,,cura della casa,Articoli per la casa,2.0 pz
5955,,spontex guanti casalinghi essential 1+1 taglia s,,,2.39 € / pz,,,cura della casa,,1.0 pz
5956,,tonkita we like green scopa ecologica per interni,,,5.19 € / pz,,,cura della casa,,1.0 pz
5957,,panno giallo 40x35 multisuperficie 3 pezzi,,,1.75 € / pz,,,cura della casa,,1.0 pz
5958,,wettex panno magico 3 pz,,,2.49 € / pz,,,cura della casa,,1.0 pz
5959,,"samurài spiedini decor in betulla impugnatura kokeshi 15 cm ø 2,2 mm 80 pz",,,1.80 € / pz,,,cura della casa,,1.0 pz
5960,,arexons fresca foglia vaniglia,,,1.79 € / pz,,,cura della casa,,1.0 pz
5961,,spontex protect 100 guanti monouso s 6-6½ 100 pz,,,11.20 € / pz,,,cura della casa,,1.0 pz
5962,,carrefour soft spray insetto repellente 100 ml,"Off! Insetto repellente Spray, 100 ml",,35.90 € / l,57.90 € / L,,cura della casa,Cura persona,0.1 l
5963,,"vileda guanti casalinghi comfort extra in lattice, massima protezione e resistenza, taglia l",,,2.35 € / pz,,,cura della casa,,1.0 pz
5964,,naturia bio coltelli 20 pz,,,1.75 € / pz,,,cura della casa,,1.0 pz
5965,"citrosil, home protection salviette multisuperfici igienizzanti profumazioni assortite 40 pezzi",citrosil home protection salviette multisuperfici igienizzanti limone 40 pz,,0.09 € / pz,0.08 € / pz,,cura casa,cura della casa,,40.0 pz
5966,,carrefour salviette legno alla cera d'api 24 pz,,,0.09 € / pz,,,cura della casa,,24.0 pz
5967,,arcasa shine panno vetri e cristalli 35x40 cm,,,3.29 € / pz,,,cura della casa,,1.0 pz
5968,,nuncas sbianca 8 x 20 g,,,48.06 € / kg,,,cura della casa,,0.16 kg
5969,,"carrefour home 97464 rivestimento per asse da stiro cotone, tessuto, tessuto felpato multicolore",,,11.90 € / pz,,,cura della casa,,1.0 pz
5970,,pronto spray legno lavanda 300ml,Pronto Spray Legno Classic 300ml,,14.30 € / l,9.97 € / L,,cura della casa,Articoli per la casa,0.3 l
5971,,domopak spazzy neutralizza odori per pattumiera (1 pezzo),,,2.99 € / pz,,,cura della casa,,1.0 pz
5972,,ariasana spray disinfettante multiuso 150 ml,,,6.99 € / pz,,,cura della casa,,1.0 pz
5973,,vape derm herbal gel dopopuntura 10 ml,,,779.00 € / l,,,cura della casa,,0.01 l
5974,,"autan family care spray secco insetto repellente e antizanzare, 100ml","Autan Family Care Spray Secco Insetto Repellente e Antizanzare, 100ml",,69.90 € / l,64.90 € / L,,cura della casa,Cura persona,0.1 l
5975,,"glade® aromatherapy diffusore di oli essenziali ricarica pure happiness 17,4ml",,,375.88 € / l,,,cura della casa,,0.017 l
5976,,"glade gel bagno, profumatore per ambienti, fragranza ocean adventure 180g","Glade Gel Bagno, Profumatore per Ambienti, Fragranza Ocean Adventure 180g",,17.22 € / kg,13.83 € / Kg,,cura della casa,Articoli per la casa,0.18 kg
5977,,"baygon antitarme alimentari, protezione per la cucina, confezione da 3 unità",,,2.66 € / pz,,,cura della casa,,3.0 pz
5978,,"autan multinsetto vapo insetto repellente e antizanzare comuni, tigre, zecche e tafani, 100ml",,,120.00 € / l,,,cura della casa,,0.1 l
5979,,pril all in 1 gel classico 1.044ml 58 lav.,,,8.80 € / l,,,cura della casa,,1.044 l
5980,,argentil spray 150 ml,Argentil Spray 150 ml,,47.93 € / l,37.87 € / L,,cura della casa,Articoli per la casa,0.15 l
5981,,nuncas vetroceramica & induzione detergente delicato 250 ml,,,31.96 € / l,,,cura della casa,,0.25 l
5982,,vape piastrine classic 60 pz,,,7.99 € / pz,,,cura della casa,,1.0 pz
5983,,finish power gel stoviglie protette liquido lavastoviglie 30 lavaggi 600 ml,Finish Power Gel Fresh liquido lavastoviglie 30 lavaggi 600 ml,,11.15 € / l,9.65 € / L,,cura della casa,Articoli per la casa,0.6 l
5984,,"smac express sgrassatore universale profumato,tecnologia zero aloni, profumo di lavanda, 650 ml","Smac Express Sgrassatore Cucina, Tecnologia Zero Aloni, Profumo di Limone, 650 ml",,4.31 € / l,3.06 € / L,,cura della casa,Articoli per la casa,0.65 l
5985,,citrosil home protection - salviette multisuperfici igienizzanti germi e batteri tea tree 40 panni,,,0.09 € / pz,,,cura della casa,,40.0 pz
5986,,cuki cuoce vaschette alluminio 10 porzioni 2 pz,,,2.05 € / pz,,,cura della casa,,1.0 pz
5987,,emulsio ravviva pelle e cuoio 375 ml,,,17.07 € / l,,,cura della casa,,0.375 l
5988,,chanteclair anticalcare universale antigoccia 750 ml,,,4.25 € / l,,,cura della casa,,0.75 l
5989,,"ambi pur bagno 2in1 elimina e previene,profumatore ambienti, lenor fioritura portofino, 1 deodorante",,,698.57 € / l,,,cura della casa,,0.007 l
5990,,shout scioglimacchia liquido 500ml,,,5.40 € / l,,,cura della casa,,0.5 l
5991,,ariasana minifresh relax 100 g,,,5.99 € / pz,,,cura della casa,,1.0 pz
5992,,"dixan polvere classico 40 lavaggi 2,200 kg",,,5.90 € / kg,,,cura della casa,,2.2 kg
5993,,"le nappage tovaglia in carta damascata 1,18x7m giallo canarino",,,3.49 € / pz,,,cura della casa,,1.0 pz
5994,,le nappage 20 piatti in cartoncino diam 18cm verde anice,,,2.79 € / pz,,,cura della casa,,1.0 pz
5995,,tonkita we like green alzaimmondizia reclinabile extra large,,,5.79 € / pz,,,cura della casa,,1.0 pz
5996,,"le nappage tovaglia in carta damascata 1,18x7m turchese",,,3.49 € / pz,,,cura della casa,,1.0 pz
5997,,le nappage 50 tovaglioli in ovatta 25x25cm 2veli giallo canarino,,,1.99 € / pz,,,cura della casa,,1.0 pz
5998,,cuki conserva e cuoce vaschette alluminio con coperchi 6 porzioni 2 pz,,,2.39 € / pz,,,cura della casa,,1.0 pz
5999,,nuncas drops profuma biancheria sogno 100 ml,,,103.00 € / l,,,cura della casa,,0.1 l
6000,,arexons fresca foglia pino,,,1.79 € / pz,,,cura della casa,,1.0 pz
6001,,"autan active vapo bipacco, insetto repellente e antizanzare, lunga durata, 2 x 100ml",,,80.00 € / l,,,cura della casa,,0.2 l
6002,,spontex panni magic x3,,,3.19 € / pz,,,cura della casa,,1.0 pz
6003,,carrefour essential diffusore elettrico + ricarica profumo di pulito 20 ml,,,3.09 € / pz,,,cura della casa,,1.0 pz
6004,,"duck active clean - tavoletta igienizzante wc, fragranza fresia&peonia, 36 g",,,1.80 € / pz,,,cura della casa,,1.0 pz
6005,,"ambi pur profumatore per ambienti elettrico, deodorante, lenor risveglio primaverile, ricarica 20ml","Ambi Pur Profumatore per Ambienti 3Volution, Deodorante, Lenor Risveglio Primaverile, Ricarica 20ml",,199.50 € / l,214.5 € / L,,cura della casa,Articoli per la casa,0.02 l
6006,,"dash pods detersivo lavatrice capsule, classico, 31 lavaggi 651 g","Dash Pods Detersivo Lavatrice Capsule, Classico, 31 Lavaggi 651 g",,20.72 € / kg,0.42 € / conf,,cura della casa,Articoli per la casa,0.651 kg
6007,,le nappage 50 piatti in cartoncino diam 18cm 100% nature compostabili bianco,,,4.89 € / pz,,,cura della casa,,1.0 pz
6008,,bio table piatti pizza compostabili 10 pz,,,4.69 € / pz,,,cura della casa,,1.0 pz
6009,,bio table i colori della natura piatti frutta & dessert compostabili verde 20 pz,,,2.89 € / pz,,,cura della casa,,1.0 pz
6010,,vileda guanti extra sensation m/8,,,1.45 € / pz,,,cura della casa,,1.0 pz
6011,,spontex microfibre vetri e specchi,,,3.59 € / pz,,,cura della casa,,1.0 pz
6012,,cuki conserva sacchetti speciali sottovuoto (20 x 30 cm - 10 pezzi),,,0.47 € / pz,,,cura della casa,,10.0 pz
6013,,logex derma safe* guanti in nitrile m/8 medium,,,3.29 € / pz,,,cura della casa,,1.0 pz
6014,,tovaglioli disney frozen 2 veli 33x33 cm 20 pz,,,3.09 € / pz,,,cura della casa,,1.0 pz
6015,,smart perla festa candelina numerale 2 1 pz,,,1.35 € / pz,,,cura della casa,,1.0 pz
6016,,lysoform power 5 ocean 2 x 55 g,,,2.85 € / pz,,,cura della casa,,1.0 pz
6017,,smart perla festa candeline buon compleanno 1 pz,,,4.69 € / pz,,,cura della casa,,1.0 pz
6018,,"autan junior vapo per bambini oltre 2 anni insetto repellente e antizanzare tigre e comuni,100ml","Autan Junior Vapo per Bambini Oltre 2 Anni Insetto Repellente e Antizanzare Tigre e Comuni,100ml",,82.90 € / l,74.90 € / L,,cura della casa,Cura persona,0.1 l
6019,,raid night & day zanzare tigre e comuni 1 ricarica,,,6.89 € / pz,,,cura della casa,,1.0 pz
6020,,"vileda guanti casalinghi comfort extra in lattice, massima protezione e resistenza, taglia s",,,2.35 € / pz,,,cura della casa,,1.0 pz
6021,,carrefour vaschette in alluminio con coperchio 4-5 porzioni 5 pz,,,3.09 € / pz,,,cura della casa,,1.0 pz
6022,,carrefour skin lolita guanti casalinghi blu lattice,,,1.25 € / pz,,,cura della casa,,1.0 pz
6023,,aristea 50 bicch. 7oz (185cc) paper pastel,,,2.49 € / pz,,,cura della casa,,1.0 pz
6024,,arcasa assomop microfibra,,,4.49 € / pz,,,cura della casa,,1.0 pz
6025,,arcasa super clean mop in tnt formato extra fibre lunghe,,,3.39 € / pz,,,cura della casa,,1.0 pz
6026,,"autan tropical vapo insetto repellente e antizanzare comuni e tropicali, 100ml","Autan Tropical Spray Insetto Repellente e Antizanzare Tigre, Comuni e Tropicali, 100ml",,106.00 € / l,95.90 € / L,,cura della casa,Cura persona,0.1 l
6027,,"glade sense&spray ricarica, profumatore ambienti , fragranze relaxing zen, vaniglia e mughetto, 18ml","Glade Sense&Spray, Profumatore per Ambienti, Fragranza Relaxing Zen 18ml",,232.78 € / l,210.56 € / L,,cura della casa,Articoli per la casa,0.018 l
6028,,"raid liquido elettrico base e ricarica, 30 notti, inodore",,,6.49 € / pz,,,cura della casa,,1.0 pz
6029,,"omino bianco - detersivo lavatrice liquido color+, per capi colorati, 40 lavaggi, 2000 ml",,,3.70 € / l,,,cura della casa,,2.0 l
6030,,carrefour roll on gel dopo puntura 15 ml,,,164.50 € / l,,,cura della casa,,0.02 l
6031,,"glade gel bagno, profumatore per ambienti, fragranza sensual sandalwood & jasmine 180g",,,17.22 € / kg,,,cura della casa,,0.18 kg
6032,,glade aromatherapy diffusore a bastoncini pure happiness 80ml,,,6.89 € / pz,,,cura della casa,,1.0 pz
6033,,glade aromatherapy candela calm mind 260gr,,,8.49 € / pz,,,cura della casa,,1.0 pz
6034,,glade aromatherapy diffusore a bastoncini moment of zen 80ml,,,7.49 € / pz,,,cura della casa,,1.0 pz
6035,,green emotion pavimenti con profumo di pino 1000 ml,,,2.19 € / l,,,cura della casa,,1.0 l
6036,,vape elettroemanatore piastrine classic + 10 ricariche,,,6.59 € / pz,,,cura della casa,,1.0 pz
6037,,calgon polvere anticalcare lavatrice 3in1 - 2000 gr,,,5.00 € / kg,,,cura della casa,,2.0 kg
6038,,arbre magique pino 5 g,,,1.99 € / pz,,,cura della casa,,1.0 pz
6039,,spontex guanti casalinghi milleusi taglia s,,,1.80 € / pz,,,cura della casa,,1.0 pz
6040,,carrefour soft lozione insetto repellente 100 ml,,,40.90 € / l,,,cura della casa,,0.1 l
6041,,"le nappage tovaglia in carta damascata 1,18x7m rosso",,,3.80 € / pz,,,cura della casa,,1.0 pz
6042,,carrefour home rivestimento per asse da stiro,,,13.90 € / pz,,,cura della casa,,1.0 pz
6043,,carrefour home rivestimento per asse da stiro,,,4.99 € / pz,,,cura della casa,,1.0 pz
6044,,dixan powercaps color 45wl (675g),,,21.19 € / kg,,,cura della casa,,0.675 kg
6045,,panni pavimenti 53x40 confezione 3 pezzi,,,3.09 € / pz,,,cura della casa,,1.0 pz
6046,,"carrefour home 97466 rivestimento per asse da stiro cotone, tessuto, tessuto felpato multicolore",,,12.90 € / pz,,,cura della casa,,1.0 pz
6047,,arcasa super assomop super power,,,2.99 € / pz,,,cura della casa,,1.0 pz
6048,,arcasa super assomop,,,3.19 € / pz,,,cura della casa,,1.0 pz
6049,,spontex microfibre x4,,,4.19 € / pz,,,cura della casa,,1.0 pz
6050,,super5 rotomop ricambiomop,,,6.19 € / pz,,,cura della casa,,1.0 pz
6051,,lysoform multiuso igienizzante con alcool 300 ml,,,17.63 € / l,,,cura della casa,,0.3 l
6052,,sundis 4355005 scatola di conservazione armadietto portaoggetti rettangolare polipropilene (pp) trasparente,,,1.59 € / pz,,,cura della casa,,1.0 pz
6053,,pronto spray multisuperficie igienizzante 300ml,Pronto Spray Multisuperficie Igienizzante 300ml,,12.30 € / l,7.63 € / L,,cura della casa,Articoli per la casa,0.3 l
6054,,nuncas glicetta alcool plus universale detergente igienizzante superfici & mani 500 ml,,,14.58 € / l,,,cura della casa,,0.5 l
6055,,air max zero muffa igienizzante 500 ml,,,6.99 € / pz,,,cura della casa,,1.0 pz
6056,,sundis scatola 24l multiuso con coperchio,,,6.99 € / pz,,,cura della casa,,1.0 pz
6057,,ariasana aromatherapy aero 360° tab fiori di campo 450 g,,,6.99 € / pz,,,cura della casa,,1.0 pz
6058,,chanteclair lavatrice bicarbonato 1750 ml,,,4.39 € / l,,,cura della casa,,1.75 l
6059,,carrefour power tropic schiuma detergente 2 x 55 g,,,1.89 € / pz,,,cura della casa,,1.0 pz
6060,,le nappage 24 piatti in cartoncino diam 23cm verde anice,,,2.99 € / pz,,,cura della casa,,1.0 pz
6061,,arcasa tergivetro modello chaplin,,,6.19 € / pz,,,cura della casa,,1.0 pz
6062,,"le nappage tovaglia in carta damascata 1,18x7m verde anice",,,3.49 € / pz,,,cura della casa,,1.0 pz
6063,,spontex guanti usa&getta contatto alimentare 50 taglia m/l,,,7.49 € / pz,,,cura della casa,,1.0 pz
6064,,arbre magique lemon 5 g,,,1.99 € / pz,,,cura della casa,,1.0 pz
6065,,"autan family care antizanzare tigre e comuni, bipacco, insetto repellente, 2 x 100ml",,,62.00 € / l,,,cura della casa,,0.2 l
6066,,arexons detergente cruscotti lucido ml 600,,,7.99 € / pz,,,cura della casa,,1.0 pz
6067,,arcasa canovaccio asciugatutto in microfibra 41x48 cm 3 pz,,,5.19 € / pz,,,cura della casa,,1.0 pz
6068,,bibo 25 scodelle in polpa di cellulosa biodegradabili e compostabili,,,4.49 € / pz,,,cura della casa,,1.0 pz
6069,"lavanderina, ammorbidente concentrato fiorito ecobio 2 l",lavanderina ammorbidente concentrato fiorito ecobio 2000 ml,,0.14 € / pz,3.00 € / l,,cura casa,cura della casa,,2.0 l
6070,,panno inox 35x32,,,2.59 € / pz,,,cura della casa,,1.0 pz
6071,,"dueci insetticida bio, 500ml",,,13.90 € / pz,,,cura della casa,,1.0 pz
6072,,carrefour essential ricarica mini spray profumo di pulito 2 x 15 ml,,,55.00 € / l,,,cura della casa,,0.03 l
6073,,"dash pods detersivo lavatrice capsule, salvacolore, 31 lavaggi 610,7 g",,,22.08 € / kg,,,cura della casa,,0.611 kg
6074,,"lenor ammorbidente lavatrice concentrato, oro e fiori di vaniglia, 54 lavaggi 1134 ml",,,4.84 € / l,,,cura della casa,,1.134 l
6075,,"ambi pur profumatore per ambienti elettrico starter kit 3volution, lenor risveglio primaverile,20 ml",,,7.99 € / pz,,,cura della casa,,1.0 pz
6076,,spontex guanti casalinghi soft cartoncino taglia s,,,2.05 € / pz,,,cura della casa,,1.0 pz
6077,,aristea 5 pz insalatiere paper bia 1300cc,,,2.05 € / pz,,,cura della casa,,1.0 pz
6078,,bio table i colori della natura piatti frutta & dessert compostabili azzurro 20 pz,,,2.89 € / pz,,,cura della casa,,1.0 pz
6079,,ariasana ricarica lavanda 2+1 busta 450 g,,,6.99 € / pz,,,cura della casa,,1.0 pz
6080,,arcasa cinema scope delon scopa per interni,,,3.80 € / pz,,,cura della casa,,1.0 pz
6081,,nuncas divanette detergente per tappeti e rivestimenti tessili 500 ml,,,19.18 € / l,,,cura della casa,,0.5 l
6082,,ariasana aero 360° tab pure ricarica universale in tab per assorbiumudità 450 g,,,6.99 € / pz,,,cura della casa,,1.0 pz
6083,,nelsen concentrato anti-odore 450 ml,,,4.87 € / l,,,cura della casa,,0.45 l
6084,,super5 rotomop 360° kit secchio + mop con frange in microfibra 100%,,,33.90 € / pz,,,cura della casa,,1.0 pz
6085,,carrefour mop 100% microfibra per parquet,,,3.80 € / pz,,,cura della casa,,1.0 pz
6086,,smart perla festa candelina numerale 3 1 pz,,,1.35 € / pz,,,cura della casa,,1.0 pz
6087,,"raid liquido elettrico protezione+ base e ricarica, 60 notti, inodore",,,7.59 € / pz,,,cura della casa,,1.0 pz
6088,,cuki cuoce vaschette alluminio tipo plumcake - 5 pz (r60),,,2.05 € / pz,,,cura della casa,,1.0 pz
6089,,spontex microfibre pad x3,,,3.59 € / pz,,,cura della casa,,1.0 pz
6090,,vileda supermocio 3action manico intero + supermocio 3action,,,9.49 € / pz,,,cura della casa,,1.0 pz
6091,,smart perla festa candeline stelo 12 pz,,,2.15 € / pz,,,cura della casa,,1.0 pz
6092,,smart perla festa candelina numerale 1 1 pz,,,1.35 € / pz,,,cura della casa,,1.0 pz
6093,,smart perla festa candeline arcobaleno 8 pz,,,2.29 € / pz,,,cura della casa,,1.0 pz
6094,,simpl telo asse da stiro 125x43 cm,,,5.99 € / pz,,,cura della casa,,1.0 pz
6095,,perla festa compostable cannucce compostabili 50 pz,,,2.49 € / pz,,,cura della casa,,1.0 pz
6096,,gütermann creativ treccina cucito - cucitutto 24 colori per 8 fili 50 cm,,,5.15 € / pz,,,cura della casa,,1.0 pz
6097,,"smart perla festa palloncini ""buon compleanno"" 10 pz",,,3.49 € / pz,,,cura della casa,,1.0 pz
6098,,smart perla festa candeline tanti auguri 1 pz,,,4.69 € / pz,,,cura della casa,,1.0 pz
6099,,"off! lozione insetto repellente, 100 ml","Off! Insetto repellente Spray, 100 ml",,69.90 € / l,57.90 € / L,,cura della casa,Cura persona,0.1 l
6100,,smart perla festa candelina numerale 8 1 pz,,,1.35 € / pz,,,cura della casa,,1.0 pz
6101,,"off! insetto repellente spray, 100 ml","Off! Insetto repellente Spray, 100 ml",,69.90 € / l,57.90 € / L,,cura della casa,Cura persona,0.1 l
6102,,"autan tropical spray insetto repellente e antizanzare tigre, comuni e tropicali, 100ml","Autan Tropical Spray Insetto Repellente e Antizanzare Tigre, Comuni e Tropicali, 100ml",,106.00 € / l,95.90 € / L,,cura della casa,Cura persona,0.1 l
6103,,arexons fresca foglia donna,,,1.79 € / pz,,,cura della casa,,1.0 pz
6104,,raid esca scarafaggi,,,7.89 € / pz,,,cura della casa,,1.0 pz
6105,,bref brillante trigger vetri 750ml,,,4.25 € / l,,,cura della casa,,0.75 l
6106,,raid piastrine zanzare eucalipto 30 pz,,,0.15 € / pz,,,cura della casa,,30.0 pz
6107,,vape derm herbal lozione antipuntura 100 ml,,,79.90 € / l,,,cura della casa,,0.1 l
6108,,"raid liquido elettrico ricarica, 30 notti, inodore, 21 ml",,,247.14 € / l,,,cura della casa,,0.021 l
6109,"vape, derm herbal salviette antipuntura 15 pezzi",vape derm herbal salviette antipuntura c 15 pz,,0.55 € / pz,0.55 € / pz,,cura casa,cura della casa,,15.0 pz
6110,,"glade gel bagno, profumatore per ambienti, fragranza luscious cherry & peony 180g",,,17.22 € / kg,,,cura della casa,,0.18 kg
6111,,glade aromatherapy candela moment of zen 260gr,,,8.49 € / pz,,,cura della casa,,1.0 pz
6112,,"raid liquido elettrico antizanzare tigre e comuni promo, 2 diffusori+2 ricariche, 60 notti, inodore",,,5.15 € / pz,,,cura della casa,,2.0 pz
6113,,vape derm kids lozione antipuntura 100 ml,,,89.90 € / l,,,cura della casa,,0.1 l
